b1,b2,b3,b4,b5,b6,colours,total
2,38,18,25,13,42,222,138
19,37,9,48,15,42,240,170
24,2,32,37,9,21,132,125
46,25,32,41,42,36,222,222
45,46,15,30,23,47,132,206
48,42,20,7,35,37,222,189
6,49,37,20,2,36,122,150
1,9,18,13,44,25,321,110
32,17,37,2,3,16,213,107
37,14,3,21,30,42,141,147
17,40,22,45,29,42,222,195
9,22,40,27,37,24,330,159
18,24,36,41,48,1,141,168
45,27,43,4,7,41,321,167
11,36,38,9,32,15,033,141
41,10,49,23,16,29,203,168
45,46,25,38,20,4,312,178
2,9,19,3,41,37,222,111
43,2,23,13,49,5,203,135
27,45,19,18,15,24,150,148
5,24,41,10,33,12,132,125
36,45,18,16,11,2,132,128
33,5,29,1,24,14,123,106
37,48,35,42,19,44,222,225
23,5,20,38,34,30,114,150
18,2,45,49,38,19,122,171
14,34,32,6,16,36,222,138
1,18,12,6,44,37,231,118
14,31,26,8,37,34,303,150
48,40,5,2,6,27,132,128
9,29,49,40,11,22,212,160
36,46,18,19,24,44,231,187
13,29,11,38,16,28,303,135
41,14,2,33,1,38,114,129
30,36,46,5,24,19,231,160
23,11,15,38,13,31,213,131
37,6,49,32,43,18,221,185
4,27,1,28,39,34,420,133
43,46,18,6,21,4,330,138
46,5,47,40,1,34,402,173
14,43,31,18,40,49,311,195
38,24,16,26,28,39,222,171
7,25,41,42,16,9,321,140
11,20,1,4,33,23,213,92
31,20,32,27,4,49,212,163
34,46,15,17,11,1,312,124
20,25,27,10,37,3,321,122
47,21,39,6,17,44,033,174
9,6,21,23,35,33,042,127
2,40,28,39,49,38,212,196
14,16,35,30,43,20,213,158
13,2,8,28,32,34,303,117
24,1,39,13,30,38,231,145
29,19,21,12,23,4,222,108
30,25,5,41,4,19,312,124
41,18,45,49,25,46,221,224
30,34,1,31,26,12,321,134
35,29,47,11,13,2,105,137
15,8,48,13,33,26,132,143
18,13,5,17,2,36,123,91
41,46,23,39,19,9,222,177
21,1,23,32,47,18,123,142
24,13,11,21,41,15,132,125
38,16,25,29,44,36,213,188
24,44,22,23,5,13,213,131
13,33,10,34,26,7,411,123
9,8,27,15,20,47,033,126
46,42,4,24,12,22,330,150
24,34,30,45,20,31,231,184
29,42,38,27,10,45,132,191
13,3,11,7,21,28,321,83
29,39,11,13,22,10,312,124
22,33,23,37,42,14,222,171
11,16,37,3,15,14,222,96
28,30,4,21,2,35,222,120
32,27,4,22,36,6,231,127
30,29,42,15,36,7,141,159
7,2,13,29,28,40,402,119
27,31,19,18,15,32,231,142
34,6,24,25,45,49,230,183
20,19,35,37,40,32,303,183
39,20,44,18,41,26,024,188
29,41,14,31,38,19,204,172
6,38,49,1,19,8,212,121
20,27,49,7,13,19,311,135
40,46,42,34,47,24,321,233
44,16,5,34,30,3,222,132
7,13,45,25,2,41,312,133
21,8,33,7,10,20,222,99
46,5,8,6,26,49,113,140
14,21,36,23,15,49,032,158
37,22,39,45,12,18,240,173
27,10,11,4,31,7,411,90
1,8,28,47,12,43,312,139
19,10,16,2,24,20,312,91
14,30,25,5,29,37,213,140
46,6,20,9,12,25,231,118
37,10,11,40,42,8,312,148
31,41,38,44,42,39,123,235
36,2,41,38,25,15,123,157
3,35,10,14,12,27,132,101
49,17,33,35,41,26,014,201
2,4,34,46,33,26,312,145
1,33,14,21,16,31,321,116
8,21,48,5,43,14,123,139
46,1,4,11,24,21,321,107
38,46,11,13,37,26,303,171
23,7,21,33,36,46,231,166
16,14,47,33,25,40,312,175
42,26,8,9,34,36,132,155
9,48,28,4,44,3,231,136
38,30,28,1,6,41,222,144
37,27,19,34,41,11,312,169
45,49,21,22,6,2,131,145
48,27,21,4,42,24,150,166
37,30,42,19,12,39,240,179
20,37,11,36,49,48,122,201
11,45,46,7,29,3,222,141
29,48,36,33,10,30,141,186
5,19,34,41,3,16,312,118
36,45,2,12,37,5,132,137
45,10,3,48,15,27,150,148
5,34,48,3,2,11,123,103
44,37,26,19,14,9,213,149
18,8,37,27,35,11,123,136
24,12,30,13,46,29,231,154
46,47,3,39,15,42,141,192
5,48,31,6,46,25,321,161
47,17,5,40,28,38,204,175
29,9,15,34,26,24,132,137
31,11,14,30,2,32,114,120
29,11,5,49,32,21,014,147
10,1,11,3,25,37,411,87
31,28,44,36,23,27,222,189
44,9,22,30,12,7,231,124
44,3,6,22,21,46,231,142
37,48,27,1,32,15,231,160
16,13,1,35,20,28,402,113
35,9,42,36,22,14,132,158
14,42,10,44,45,40,222,195
15,4,31,19,45,40,420,154
42,10,49,12,16,40,320,169
29,13,24,35,6,1,222,108
15,14,20,24,17,31,123,121
36,17,34,31,46,40,411,204
10,36,2,49,29,19,212,145
44,20,17,11,31,14,105,137
37,19,35,9,48,28,321,176
30,2,28,47,19,38,213,164
21,24,40,5,18,16,231,124
46,26,16,37,41,19,402,185
11,8,10,44,23,9,114,105
48,46,28,45,23,47,222,237
19,5,3,36,10,48,231,121
29,7,36,6,42,12,141,132
47,38,24,30,48,17,033,204
17,8,39,25,28,43,312,160
46,49,45,37,40,2,311,219
34,31,41,16,43,9,411,174
22,32,3,24,9,30,141,120
29,15,21,18,43,32,132,158
48,6,14,47,11,37,123,163
12,15,27,18,38,20,042,130
23,9,24,40,49,8,122,153
10,42,17,19,9,30,231,127
2,1,44,37,4,13,402,101
41,16,15,38,9,28,222,147
43,29,33,4,44,14,213,167
19,9,4,41,1,21,321,95
36,14,37,30,15,26,132,158
27,16,17,37,40,28,411,165
25,5,49,42,8,29,113,158
47,4,41,20,26,35,105,173
28,32,6,47,10,11,213,134
4,23,41,7,13,32,303,120
14,36,37,24,4,31,321,146
39,1,3,19,22,32,321,116
23,11,1,37,3,15,222,90
38,11,30,27,46,40,222,192
11,41,39,14,33,18,033,156
7,20,23,26,4,35,204,115
17,36,32,1,12,14,123,112
9,35,33,20,38,14,024,149
30,33,40,12,23,22,231,160
19,22,7,36,39,28,420,151
31,6,9,14,41,20,123,121
5,15,6,20,10,18,132,74
30,18,32,15,36,1,141,132
12,23,42,27,47,3,042,154
7,49,12,9,30,45,140,152
47,22,32,49,29,42,113,221
33,4,17,8,42,46,222,150
32,7,44,17,39,48,123,187
42,20,7,25,9,2,222,105
33,15,30,9,38,2,042,127
33,46,43,6,26,8,222,162
44,2,9,19,1,3,222,78
15,46,14,30,12,40,231,157
13,20,14,28,10,3,312,88
22,45,48,34,25,19,420,193
49,33,42,19,24,37,230,204
3,28,35,29,4,39,222,138
17,27,15,16,23,22,222,120
1,11,12,48,43,4,321,119
26,2,10,30,28,43,312,139
2,15,20,43,18,38,123,136
45,35,38,30,31,8,123,187
2,39,10,36,44,17,123,148
48,12,18,3,9,5,051,95
16,49,33,23,27,17,122,165
32,33,17,28,31,27,222,168
15,18,44,10,8,34,222,129
38,26,5,31,29,23,105,152
4,11,34,8,36,30,222,123
39,31,45,25,44,3,231,187
13,49,9,17,19,43,311,150
25,30,12,20,36,9,141,132
27,2,23,11,40,36,123,139
26,18,31,13,39,12,231,139
14,16,22,20,19,33,312,124
20,47,33,10,35,34,213,179
11,28,42,4,27,1,321,113
29,26,3,36,21,33,042,148
1,7,25,40,3,32,411,108
5,41,8,33,48,29,024,164
26,45,41,42,9,30,042,193
42,13,26,45,28,44,222,198
1,22,3,5,41,26,213,98
6,12,45,24,40,20,141,147
28,47,18,34,40,36,321,203
42,13,32,49,2,18,122,156
29,13,6,45,34,30,231,157
33,34,10,29,16,2,312,124
40,37,2,20,10,48,312,157
41,26,38,2,32,27,015,166
1,36,31,7,2,45,321,122
32,48,49,21,26,8,023,184
31,21,49,29,6,17,122,153
40,28,39,25,14,12,321,158
36,16,27,13,24,30,240,146
14,22,7,30,5,29,213,107
29,32,47,37,46,9,213,200
17,42,14,10,46,32,213,161
29,7,36,12,41,25,222,150
47,42,4,3,40,28,321,164
32,36,9,16,21,4,231,118
5,14,13,35,15,6,123,88
45,18,30,25,14,42,141,174
2,32,10,24,39,11,123,118
4,49,6,47,16,36,221,158
47,33,2,41,48,8,024,179
32,38,15,22,36,28,222,171
21,38,11,1,24,19,222,114
3,47,20,27,36,46,132,179
