b1,b2,b3,b4,b5,b6,green_0,green_2p,green_3p,green_4p,green_5p,green_6,red_0,red_2p,red_3p,red_4p,red_5p,red_6,blue_0,blue_2p,blue_3p,blue_4p,blue_5p,blue_6,colours,total
35,7,36,11,4,8,30,2,4,5,28,1781,4,0,2,16,37,2696,5,0,0,18,99,3327,213,101
3,41,5,32,10,7,31,3,5,6,29,1782,5,0,3,17,38,2697,6,0,0,19,100,3328,213,98
13,1,26,28,42,11,32,4,6,7,30,1783,6,0,0,18,39,2698,7,0,1,20,101,3329,312,121
20,27,13,38,30,6,33,0,0,8,31,1784,7,1,1,19,40,2699,8,0,2,21,102,3330,132,134
12,18,33,14,41,3,34,0,0,0,32,1785,0,2,2,20,41,2700,9,0,3,22,103,3331,042,121
43,19,4,13,26,23,0,1,1,1,33,1786,1,0,0,0,42,2701,10,0,4,23,104,3332,402,128
48,31,1,34,9,3,1,0,0,2,34,1787,2,0,0,1,43,2702,0,1,5,24,105,3333,330,126
27,24,31,34,23,9,2,0,0,3,35,1788,3,0,1,2,44,2703,1,2,6,25,106,3334,231,148
5,13,48,16,21,12,3,0,0,4,36,1789,4,0,2,3,45,2704,2,3,7,26,107,3335,231,115
3,5,26,16,21,31,4,0,1,5,37,1790,5,0,3,4,46,2705,3,0,8,27,108,3336,222,102
18,13,3,40,41,23,5,0,2,6,38,1791,6,0,4,5,47,2706,4,0,9,28,109,3337,222,138
9,45,18,34,25,6,6,0,0,0,39,1792,7,0,5,6,48,2707,0,1,10,29,110,3338,240,137
36,48,11,10,23,1,7,0,1,1,40,1793,8,0,6,7,49,2708,1,0,11,30,111,3339,222,129
5,33,30,46,12,23,8,0,0,2,41,1794,9,1,7,8,50,2709,2,0,12,31,112,3340,132,149
49,8,42,47,4,31,9,1,1,3,42,1795,10,0,8,9,51,2710,3,0,13,32,113,3341,212,181
42,19,35,38,12,23,10,0,2,4,43,1796,11,1,9,10,52,2711,4,0,0,33,114,3342,123,169
33,24,29,32,25,13,11,0,3,5,44,1797,12,0,10,11,53,2712,5,0,1,34,115,3343,222,156
10,45,34,41,24,5,12,0,4,6,45,1798,13,0,11,12,54,2713,6,0,2,35,116,3344,222,159
23,7,43,24,48,18,13,0,0,7,46,1799,14,0,12,13,55,2714,7,1,3,36,117,3345,231,163
3,23,2,11,12,15,14,0,0,8,47,1800,0,1,13,14,56,2715,8,0,0,37,118,3346,033,66
2,35,47,25,37,42,15,1,1,9,48,1801,1,0,14,15,57,2716,9,0,0,38,119,3347,213,188
21,4,36,5,30,41,16,0,0,10,49,1802,2,1,15,16,58,2717,10,0,1,39,120,3348,132,137
6,45,8,49,31,7,17,0,1,11,50,1803,3,0,16,17,59,2718,11,1,2,40,121,3349,221,146
42,43,17,25,23,9,18,0,2,12,51,1804,4,0,17,18,60,2719,12,0,3,41,122,3350,222,159
17,9,3,39,16,45,19,0,0,0,52,1805,5,1,18,19,61,2720,13,1,4,42,123,3351,141,129
5,47,18,6,42,19,20,0,0,1,53,1806,6,2,19,20,62,2721,14,0,5,43,124,3352,132,137
13,39,8,10,25,16,21,1,1,2,54,1807,7,0,0,0,63,2722,15,1,6,44,125,3353,411,111
25,17,30,43,15,38,22,0,2,3,55,1808,8,0,1,1,64,2723,16,0,7,45,126,3354,222,168
47,26,44,14,20,25,0,1,3,4,56,1809,9,1,2,2,65,2724,17,0,0,0,0,3355,105,176
27,37,43,36,10,5,1,0,4,5,57,1810,10,0,0,3,66,2725,18,1,1,1,1,3356,321,158
14,11,7,44,31,47,0,1,5,6,58,1811,11,0,1,4,67,2726,19,0,0,0,2,3357,204,154
37,35,47,3,23,33,1,0,6,7,59,1812,12,1,2,5,68,2727,20,0,0,1,3,3358,123,178
5,32,4,12,42,30,2,0,0,8,60,1813,13,2,3,6,69,2728,21,0,1,2,4,3359,132,125
19,8,5,14,28,46,0,1,1,9,61,1814,14,0,0,7,70,2729,22,0,0,3,5,3360,303,120
34,20,39,30,7,45,1,0,0,10,62,1815,15,0,1,8,71,2730,23,1,1,4,6,3361,231,175
33,21,48,42,20,39,2,0,0,0,0,1816,0,1,2,9,72,2731,24,2,2,5,7,3362,051,203
46,21,8,42,11,41,3,0,1,1,1,1817,1,2,3,10,73,2732,25,0,0,6,8,3363,123,169
28,46,35,3,42,30,4,0,0,2,2,1818,2,0,4,11,74,2733,26,1,1,7,9,3364,231,184
27,9,16,29,8,11,5,0,1,3,3,1819,3,1,5,12,75,2734,27,0,0,8,10,3365,123,100
49,10,23,6,29,8,6,1,2,4,4,1820,4,2,6,13,76,2735,28,0,0,9,11,3366,113,125
6,38,40,8,33,28,7,0,3,5,5,1821,5,0,7,14,77,2736,29,0,1,10,12,3367,222,153
30,1,35,37,6,22,8,0,4,6,6,1822,6,0,0,15,78,2737,30,1,2,11,13,3368,321,131
44,19,37,35,27,42,9,0,5,7,7,1823,7,0,1,16,79,2738,31,0,3,12,14,3369,222,204
24,22,26,40,42,14,10,0,6,8,8,1824,8,0,2,17,80,2739,32,0,4,13,15,3370,222,168
20,15,9,38,3,7,11,0,0,9,9,1825,9,1,3,18,81,2740,33,0,5,14,16,3371,132,92
28,9,29,19,30,18,12,0,0,10,10,1826,10,0,4,19,82,2741,34,1,6,15,17,3372,231,133
47,32,31,39,5,12,13,0,1,11,11,1827,11,1,5,20,83,2742,35,0,0,16,18,3373,123,166
23,46,22,21,7,49,14,1,2,12,12,1828,12,0,0,21,84,2743,36,1,1,17,19,3374,311,168
24,1,48,28,35,26,15,0,3,13,13,1829,13,0,1,22,85,2744,37,0,2,18,20,3375,222,162
19,26,33,14,9,47,16,0,4,14,14,1830,14,1,2,23,86,2745,38,0,0,19,21,3376,123,148
34,9,32,3,41,8,17,0,5,15,15,1831,15,2,3,24,87,2746,39,0,0,20,22,3377,123,127
33,26,15,1,38,18,18,0,0,16,16,1832,16,3,4,25,88,2747,40,0,1,21,23,3378,132,131
17,19,24,38,12,47,19,0,1,17,17,1833,17,4,5,26,89,2748,41,0,0,22,24,3379,123,157
21,39,24,41,1,30,20,0,0,0,18,1834,18,5,6,27,90,2749,42,1,1,23,25,3380,141,156
3,43,32,1,36,8,21,0,1,1,19,1835,19,0,7,28,91,2750,43,0,2,24,26,3381,222,123
22,16,26,41,14,1,0,1,2,2,20,1836,20,0,0,29,92,2751,44,0,0,25,27,3382,303,120
22,2,46,20,35,31,0,2,3,3,21,1837,21,0,0,30,93,2752,45,0,0,26,28,3383,303,156
39,31,24,4,22,34,1,0,4,4,22,1838,22,0,0,0,94,2753,0,1,1,27,29,3384,420,154
15,49,3,10,42,22,2,0,0,5,23,1839,23,0,1,1,95,2754,0,2,2,28,30,3385,230,141
25,19,37,6,38,33,3,0,1,6,24,1840,24,0,0,2,96,2755,1,3,3,29,31,3386,321,158
26,19,12,34,7,13,4,1,2,7,25,1841,25,0,0,0,97,2756,2,4,4,30,32,3387,411,111
33,31,44,16,22,18,5,0,3,8,26,1842,26,0,0,1,98,2757,3,5,5,31,33,3388,321,164
39,21,48,49,8,5,6,0,0,9,27,1843,0,1,1,2,99,2758,4,0,6,32,34,3389,032,170
30,41,33,11,22,14,7,0,1,10,28,1844,1,2,2,3,100,2759,5,0,0,33,35,3390,123,151
32,45,23,38,1,24,8,0,2,11,29,1845,2,3,3,4,101,2760,6,0,0,34,36,3391,123,163
46,22,19,49,33,28,9,1,3,12,30,1846,3,0,0,0,102,2761,0,1,1,35,37,3392,410,197
44,40,8,1,36,34,10,2,4,13,31,1847,4,0,0,1,103,2762,1,0,2,36,38,3393,312,163
15,24,25,20,17,38,11,0,5,14,32,1848,5,1,1,2,104,2763,2,0,0,37,39,3394,123,139
23,25,9,47,31,13,12,1,6,15,33,1849,6,0,0,3,105,2764,3,0,1,38,40,3395,312,148
46,42,3,25,33,8,13,0,0,16,34,1850,7,0,1,4,106,2765,4,1,2,39,41,3396,231,157
49,38,24,11,20,39,14,0,1,17,35,1851,0,1,2,5,107,2766,5,0,0,40,42,3397,023,181
4,21,41,34,37,45,15,0,2,18,36,1852,1,0,0,6,108,2767,6,1,1,41,43,3398,321,182
28,42,44,45,19,16,16,0,3,19,37,1853,2,0,0,7,109,2768,7,2,2,42,44,3399,321,194
33,10,39,32,31,6,17,0,0,20,38,1854,3,0,1,8,110,2769,8,3,3,43,45,3400,231,151
26,25,40,10,2,16,0,1,1,21,39,1855,4,0,0,0,111,2770,9,0,4,44,46,3401,402,119
40,22,33,23,31,8,1,2,2,22,40,1856,5,0,0,1,112,2771,10,0,5,45,47,3402,312,157
25,17,20,49,9,5,2,3,3,23,41,1857,6,1,1,2,113,2772,11,0,0,46,48,3403,113,125
30,39,49,16,43,23,3,0,4,24,42,1858,7,0,2,3,114,2773,12,1,1,47,49,3404,221,200
45,39,19,25,7,44,4,0,5,25,43,1859,8,0,0,4,115,2774,13,2,2,48,50,3405,321,179
45,46,20,36,31,1,5,0,6,26,44,1860,9,0,0,5,116,2775,14,3,3,49,51,3406,321,179
17,40,10,1,25,37,0,1,7,27,45,1861,10,0,0,0,0,2776,15,4,4,50,52,3407,501,130
34,12,27,44,40,8,1,0,8,28,46,1862,11,0,1,1,1,2777,16,0,5,51,53,3408,222,165
32,44,39,29,42,9,2,0,0,29,47,1863,0,1,2,2,2,2778,17,0,0,52,54,3409,033,195
21,10,40,1,25,19,3,1,1,30,48,1864,1,0,0,0,0,2779,0,1,1,53,55,3410,510,116
34,4,13,37,39,8,4,2,2,31,49,1865,2,0,0,0,1,2780,1,2,2,54,56,3411,411,135
13,26,36,37,28,2,5,3,3,32,50,1866,3,0,0,1,2,2781,2,0,3,55,57,3412,312,142
44,23,36,25,42,40,6,0,4,33,51,1867,4,0,1,2,3,2782,3,0,4,56,58,3413,222,210
27,13,41,32,34,1,7,1,5,34,52,1868,5,0,0,3,4,2783,4,0,5,57,59,3414,312,148
29,28,35,44,41,27,8,2,6,35,53,1869,6,1,1,4,5,2784,5,0,0,0,60,3415,114,204
12,40,29,38,37,6,9,0,7,36,54,1870,7,0,2,5,6,2785,6,0,1,1,61,3416,222,162
45,46,16,4,6,1,10,0,8,37,55,1871,8,0,0,0,7,2786,0,1,2,2,62,3417,420,118
38,29,17,40,41,27,11,1,9,38,56,1872,9,1,1,1,8,2787,1,0,0,0,63,3418,114,192
10,4,28,25,6,11,12,2,10,39,57,1873,10,0,0,0,9,2788,2,1,1,1,64,3419,411,84
21,45,6,42,9,46,13,0,0,0,0,1874,11,1,1,1,10,2789,0,2,2,2,65,3420,150,169
27,2,47,12,11,37,14,0,1,1,1,1875,12,2,2,2,11,2790,1,0,0,3,66,3421,123,136
17,2,6,45,16,11,15,0,2,2,2,1876,13,3,3,3,12,2791,2,0,0,4,67,3422,123,97
31,3,8,11,29,20,16,1,3,3,3,1877,14,4,4,4,13,2792,3,0,0,0,68,3423,114,102
27,44,30,14,20,39,17,0,0,4,4,1878,0,5,5,5,14,2793,4,0,0,1,69,3424,033,174
41,12,32,21,15,8,18,0,0,5,5,1879,0,6,6,6,15,2794,5,0,0,2,70,3425,033,129
3,33,40,10,49,34,19,0,1,6,6,1880,1,0,0,7,16,2795,0,1,1,3,71,3426,320,169
41,22,2,7,45,47,20,1,2,7,7,1881,2,0,1,8,17,2796,1,0,0,4,72,3427,213,164
20,2,9,4,19,48,21,0,3,8,8,1882,3,0,2,9,18,2797,2,0,1,5,73,3428,222,102
24,23,25,10,30,6,22,0,0,9,9,1883,4,0,3,10,19,2798,3,1,2,6,74,3429,231,118
14,38,23,10,28,33,23,1,1,10,10,1884,5,0,4,11,20,2799,4,0,0,7,75,3430,213,146
34,17,23,26,8,9,24,2,2,11,11,1885,6,1,5,12,21,2800,5,0,0,0,76,3431,114,117
19,20,26,44,16,1,0,3,3,12,12,1886,7,0,0,13,22,2801,6,0,0,1,77,3432,303,126
39,3,38,9,28,36,1,0,0,0,13,1887,8,1,1,14,23,2802,7,1,1,2,78,3433,141,153
30,33,15,11,9,43,2,0,0,0,14,1888,9,2,2,15,24,2803,8,2,2,3,79,3434,141,141
40,18,47,20,45,19,3,0,1,1,15,1889,10,0,3,16,25,2804,9,0,3,4,80,3435,222,189
16,15,6,41,27,10,4,0,0,2,16,1890,11,0,4,17,26,2805,10,1,4,5,81,3436,231,115
43,15,2,33,6,25,5,0,0,3,17,1891,12,0,5,18,27,2806,11,2,5,6,82,3437,231,124
12,3,5,7,40,24,6,0,0,4,18,1892,13,0,6,19,28,2807,12,3,6,7,83,3438,231,91
26,44,45,41,13,29,7,1,1,5,19,1893,14,1,7,20,29,2808,13,0,0,0,84,3439,114,198
23,34,19,25,43,36,8,2,2,6,20,1894,15,0,0,0,30,2809,14,1,1,1,85,3440,411,180
30,41,19,35,7,36,9,0,3,7,21,1895,16,0,1,1,31,2810,15,0,2,2,86,3441,222,168
27,6,48,34,8,33,10,0,0,0,22,1896,17,1,2,2,32,2811,16,1,3,3,87,3442,141,156
45,5,12,37,9,26,11,0,0,1,23,1897,18,2,3,3,33,2812,17,0,4,4,88,3443,132,134
26,30,12,10,31,24,12,0,0,2,24,1898,19,0,4,4,34,2813,18,1,5,5,89,3444,231,133
34,24,38,3,49,48,13,0,0,3,25,1899,20,1,5,5,35,2814,19,2,6,6,90,3445,131,196
47,12,15,31,48,33,14,0,0,0,26,1900,21,2,6,6,36,2815,20,3,7,7,91,3446,141,186
15,11,48,10,30,35,15,0,0,1,27,1901,22,3,7,7,37,2816,21,0,8,8,92,3447,132,149
9,45,5,7,31,25,16,0,1,2,28,1902,23,0,0,8,38,2817,22,1,9,9,93,3448,321,122
12,32,6,19,45,24,17,0,0,0,29,1903,24,1,1,9,39,2818,23,2,10,10,94,3449,141,138
45,34,2,36,16,7,18,0,1,1,30,1904,25,0,0,10,40,2819,24,3,11,11,95,3450,321,140
30,3,11,42,13,2,19,0,0,2,31,1905,26,1,1,11,41,2820,25,0,12,12,96,3451,132,101
12,6,7,26,19,11,20,0,1,3,32,1906,27,0,2,12,42,2821,26,0,13,13,97,3452,222,81
27,33,44,26,46,31,21,0,2,4,33,1907,28,0,3,13,43,2822,27,0,14,14,98,3453,222,207
12,38,15,11,25,13,22,0,3,5,34,1908,29,0,4,14,44,2823,28,0,15,15,99,3454,222,114
19,29,12,47,23,39,23,0,4,6,35,1909,30,1,5,15,45,2824,29,0,0,16,100,3455,123,169
35,31,33,26,46,16,24,1,5,7,36,1910,31,0,0,16,46,2825,30,0,1,17,101,3456,312,187
5,13,45,39,14,10,25,0,6,8,37,1911,32,0,1,17,47,2826,31,0,2,18,102,3457,222,126
17,8,46,43,15,2,26,1,7,9,38,1912,33,0,2,18,48,2827,32,0,0,19,103,3458,213,131
18,34,4,41,15,31,27,0,8,10,39,1913,34,0,0,19,49,2828,33,1,1,20,104,3459,321,143
42,29,26,43,1,19,28,1,9,11,40,1914,35,0,0,20,50,2829,34,0,2,21,105,3460,312,160
45,2,36,39,24,42,29,0,0,0,0,1915,0,1,1,21,51,2830,35,1,3,22,106,3461,051,188
9,32,36,48,5,3,30,0,0,0,1,1916,0,2,2,22,52,2831,36,0,4,23,107,3462,042,133
6,45,39,4,2,28,31,0,0,1,2,1917,1,0,3,23,53,2832,37,1,5,24,108,3463,231,124
41,7,45,11,6,12,32,0,0,2,3,1918,2,1,4,24,54,2833,38,0,6,25,109,3464,132,122
22,17,36,1,46,48,33,0,1,3,4,1919,3,0,0,25,55,2834,39,1,7,26,110,3465,321,170
42,45,41,49,9,48,34,0,0,0,5,1920,0,1,1,26,56,2835,40,2,8,27,111,3466,041,234
12,37,13,49,22,43,35,1,1,1,6,1921,1,0,0,0,57,2836,0,3,9,28,112,3467,410,176
5,21,23,42,31,47,36,0,2,2,7,1922,2,1,1,1,58,2837,1,0,0,29,113,3468,123,169
32,27,13,10,26,18,37,0,3,3,8,1923,3,0,2,2,59,2838,2,0,1,30,114,3469,222,126
29,43,46,34,25,35,0,1,4,4,9,1924,4,0,0,0,60,2839,3,0,2,31,115,3470,402,212
22,36,12,10,39,41,1,0,0,5,10,1925,5,0,1,1,61,2840,4,1,3,32,116,3471,231,160
48,40,31,7,10,11,2,1,1,6,11,1926,6,0,0,0,62,2841,5,2,4,33,117,3472,411,147
39,4,3,45,30,33,3,0,0,0,0,1927,7,1,1,1,63,2842,0,3,5,34,118,3473,150,154
29,24,43,22,27,18,4,0,0,1,1,1928,8,0,2,2,64,2843,1,4,6,35,119,3474,231,163
