b1,b2,b3,b4,b5,b6,colours,total
22,23,18,41,30,46,222,180
1,23,21,10,15,8,222,78
2,45,17,29,36,31,123,160
29,34,44,38,39,11,114,195
29,12,13,25,34,15,321,128
10,21,49,33,36,39,140,188
41,38,26,8,5,29,006,147
6,18,38,33,37,27,141,159
8,22,15,20,19,21,222,105
34,20,19,46,21,28,411,168
34,27,6,1,25,30,330,123
41,18,7,27,45,43,231,181
46,18,10,19,13,21,420,127
31,12,42,38,4,17,222,144
26,41,28,36,5,16,213,152
2,42,45,13,1,5,222,108
26,1,3,16,19,44,312,109
