b1,b2,b3,b4,b5,b6,colours,total
6,12,29,42,45,28,141,162
38,43,10,47,46,40,402,224
18,29,41,37,9,38,123,172
5,19,23,28,9,43,312,127
45,35,11,43,44,3,123,181
19,21,13,17,49,30,221,149
2,1,34,13,37,17,402,104
5,21,31,37,18,42,231,154
5,38,28,44,18,1,213,134
42,29,34,19,28,10,411,162
35,8,13,18,28,21,222,123
21,8,17,47,26,25,114,144
34,10,36,25,43,23,411,171
26,6,36,24,27,47,042,166
37,3,14,27,10,18,231,109
13,16,41,32,6,40,312,148
11,14,29,22,18,27,123,121
44,22,8,9,24,27,132,134
11,31,17,7,38,2,204,106
49,12,17,19,5,37,212,139
34,35,20,14,9,1,213,113
33,28,27,32,7,12,231,139
44,37,47,14,40,8,204,190
19,43,36,3,32,10,321,143
21,26,14,29,3,25,123,118
20,41,30,5,40,4,213,140
28,19,45,38,42,35,222,207
18,5,34,35,41,3,123,136
47,15,41,5,22,26,114,156
48,34,1,28,38,33,321,182
43,13,21,47,15,48,231,187
34,5,45,46,48,13,321,191
2,42,28,47,22,45,222,186
12,43,1,2,3,21,231,82
16,42,3,19,33,5,231,118
47,40,23,22,37,11,303,180
2,13,32,16,38,26,204,127
16,3,34,21,29,18,231,121
18,41,38,28,48,5,123,178
27,35,34,25,14,22,312,157
14,3,31,40,46,19,411,153
8,13,45,35,4,18,222,123
13,27,22,33,46,3,330,144
23,4,32,40,21,44,213,164
13,1,4,46,31,7,600,102
47,28,27,1,32,44,213,179
14,29,6,26,18,46,123,139
11,29,49,44,31,26,104,190
8,31,28,46,25,7,501,145
35,24,14,20,8,43,114,144
15,5,3,30,21,10,141,84
21,15,13,18,35,41,132,143
13,5,12,33,23,42,132,128
4,8,27,43,19,26,312,127
2,49,3,6,47,31,122,138
40,3,22,16,30,2,321,113
45,16,22,20,21,4,321,128
33,19,39,36,34,42,240,203
44,34,9,11,4,28,312,130
24,3,8,16,1,23,222,75
13,17,4,12,30,10,321,86
31,20,16,15,21,17,222,120
20,16,12,11,1,5,213,65
5,15,34,30,1,12,231,97
27,13,38,10,11,36,222,135
9,17,20,7,49,19,212,121
24,17,41,15,35,32,024,164
11,4,25,9,23,2,213,74
11,35,18,17,8,29,015,118
29,26,35,44,8,49,005,191
19,42,35,10,32,13,312,151
23,10,46,5,47,16,303,147
38,49,35,4,40,36,212,202
7,11,12,10,34,33,321,107
4,11,15,42,20,46,222,138
47,4,42,21,28,44,222,186
22,10,31,36,49,28,410,176
41,4,48,46,19,33,321,191
7,3,20,5,28,43,312,106
29,37,2,23,21,1,213,113
6,36,4,33,49,35,131,163
42,28,2,9,25,49,221,155
1,3,43,22,41,35,312,145
38,48,5,13,35,36,123,175
15,42,4,44,9,7,231,121
48,41,5,21,1,18,132,134
24,40,4,36,2,35,222,141
35,19,43,28,7,44,402,176
12,41,16,8,44,34,213,155
46,26,38,25,11,41,204,187
48,20,12,14,43,25,222,162
41,11,19,36,6,10,222,123
33,40,11,8,10,47,213,149
41,28,37,12,20,40,312,178
20,9,3,33,34,4,231,103
23,8,47,4,3,17,114,102
41,10,31,12,44,32,213,170
41,30,33,11,3,16,132,134
36,47,22,18,33,9,141,165
1,41,35,25,24,14,213,140
46,21,18,45,3,23,141,156
46,34,47,1,33,8,312,169
35,14,7,11,36,33,123,136
17,35,43,32,27,42,123,196
7,44,11,42,12,5,123,121
40,5,48,6,3,27,141,129
19,43,28,24,46,21,420,181
16,47,2,38,26,8,105,137
32,3,26,27,7,12,132,107
43,10,1,38,33,40,411,165
29,1,20,41,3,34,213,128
5,24,7,20,22,33,222,111
35,47,48,25,15,29,123,199
39,34,10,5,36,30,231,154
49,34,42,4,27,48,230,204
28,38,34,18,29,26,213,173
11,30,22,33,2,19,222,117
13,34,40,12,21,15,330,135
4,43,29,40,8,17,303,141
21,2,42,46,35,41,123,187
30,4,3,12,22,43,330,114
35,47,5,8,12,11,015,118
42,32,38,21,25,33,132,191
49,1,9,45,48,37,230,189
1,35,23,14,16,19,303,108
21,41,44,40,37,9,222,192
25,36,34,31,33,29,321,188
36,37,19,33,29,12,231,166
5,37,1,39,42,43,321,167
12,22,16,6,4,3,330,63
40,5,49,24,30,46,221,194
47,43,49,25,5,38,203,207
18,26,8,13,35,48,123,148
18,14,17,8,42,38,024,137
37,43,34,21,44,48,321,227
25,49,13,36,3,18,230,144
22,26,32,16,45,43,312,184
39,10,46,42,35,48,231,220
14,28,22,42,2,46,312,154
8,11,14,10,5,23,105,71
41,8,14,48,9,10,123,130
48,10,21,14,38,16,222,147
35,48,42,15,23,4,132,167
36,29,35,25,10,44,213,179
12,30,3,45,13,32,141,135
46,39,34,25,13,16,510,173
33,14,40,11,18,48,132,164
10,2,31,32,6,3,222,84
3,38,7,20,27,40,222,135
18,19,47,31,38,8,213,161
42,29,1,39,2,38,123,151
14,29,37,11,32,33,114,156
12,33,24,2,39,35,042,145
8,20,30,47,4,22,213,131
38,5,29,39,31,3,123,145
47,35,2,49,45,31,113,209
19,29,3,41,11,18,123,121
35,48,45,14,2,22,123,166
37,21,45,23,33,28,231,187
33,30,7,39,27,32,141,168
33,21,31,47,32,38,123,202
14,21,11,5,41,48,024,140
17,4,18,26,29,40,213,134
4,33,11,14,13,17,213,92
21,40,7,6,37,31,420,142
14,46,11,48,39,24,132,182
13,26,12,40,19,10,411,120
27,41,13,23,28,30,222,162
24,26,3,37,27,39,141,156
3,36,24,42,22,34,240,161
13,48,33,32,22,45,231,193
37,17,5,38,48,23,114,168
2,33,18,41,34,42,132,170
23,49,46,12,21,40,221,191
49,35,10,39,2,11,113,146
25,42,20,41,8,13,213,149
19,40,9,39,33,6,240,146
26,44,5,34,36,16,213,161
23,19,48,27,25,47,222,189
38,33,6,36,3,19,141,135
12,17,21,8,18,22,132,98
46,35,9,6,26,29,123,151
29,17,48,47,42,34,123,217
36,1,7,49,44,27,221,164
11,14,16,1,32,29,204,103
7,47,8,40,2,20,204,124
35,44,4,41,1,36,213,161
1,5,24,42,47,40,222,159
14,28,9,11,16,32,213,110
22,44,4,13,27,18,321,128
31,38,10,21,7,25,411,132
40,12,5,44,25,1,312,127
27,26,20,31,28,22,312,154
38,4,44,25,29,10,303,150
35,49,9,38,20,34,113,185
25,20,11,41,19,2,204,118
39,6,30,32,7,12,141,126
11,1,47,8,20,42,114,129
29,5,31,4,24,47,213,140
16,18,10,8,35,22,312,109
33,34,3,12,49,44,131,175
30,41,47,24,46,8,123,196
17,46,27,37,9,4,321,140
15,26,29,19,35,23,114,147
30,29,16,25,20,15,222,135
36,43,13,7,21,35,321,155
19,49,29,46,34,25,401,202
26,25,4,28,14,11,303,108
46,4,42,20,47,23,213,182
4,32,3,13,28,49,311,129
38,22,35,17,33,32,114,177
32,7,39,48,45,46,231,217
27,21,13,25,31,6,330,123
7,24,35,17,14,4,213,101
15,14,25,17,19,49,212,139
29,42,10,35,18,31,222,165
10,31,38,1,34,23,402,137
46,1,22,5,19,10,501,103
36,33,40,48,11,6,141,174
19,48,5,4,27,14,222,117
42,9,30,19,49,12,140,161
38,25,10,30,31,36,321,170
10,14,18,20,49,12,122,123
39,11,44,38,1,31,213,164
23,12,25,24,29,41,123,154
31,3,41,18,5,30,132,128
9,24,31,34,5,7,321,110
13,42,48,21,47,1,231,172
26,22,3,47,13,6,222,117
24,6,25,23,33,32,132,143
37,1,18,21,12,42,240,131
3,29,6,26,25,31,222,120
25,40,39,32,43,47,312,226
22,6,49,34,16,43,410,170
4,37,3,22,27,36,330,129
14,35,44,10,6,32,114,141
41,49,2,1,23,43,203,159
25,11,6,7,47,42,222,138
18,30,1,29,3,5,132,86
1,48,19,36,49,46,320,199
9,48,4,13,2,35,222,111
27,16,30,15,49,24,140,161
46,8,33,3,34,22,321,146
44,4,6,37,31,13,411,135
45,37,2,20,40,21,222,165
22,6,32,5,25,21,222,111
49,12,23,15,10,28,221,137
39,6,44,37,1,22,321,149
28,16,45,8,32,44,213,173
30,19,8,7,41,43,312,148
3,16,44,33,20,17,123,133
40,39,4,19,33,27,330,162
8,3,44,1,35,47,114,138
13,11,15,37,21,40,321,137
13,3,5,18,7,17,222,63
28,30,47,29,12,22,222,168
49,9,38,32,12,7,122,147
7,21,25,32,28,31,411,144
32,6,29,9,15,48,042,139
32,28,31,37,11,7,402,146
34,38,13,21,6,8,222,120
13,23,42,10,12,32,222,132
3,39,4,49,8,12,131,115
12,34,42,49,29,7,221,173
25,7,23,8,18,32,213,113
12,46,27,11,49,40,221,185
30,21,42,34,31,27,240,185
4,2,12,18,48,3,141,87
27,40,35,48,24,34,231,208
45,42,6,27,31,29,141,180
19,47,14,38,5,23,105,146
7,23,6,8,32,27,123,103
37,25,38,10,48,44,312,202
35,38,40,6,9,44,123,172
23,13,45,44,25,48,222,198
11,3,37,16,2,34,312,103
1,43,10,13,9,5,411,81
2,7,5,36,20,18,123,88
46,18,45,27,37,16,330,189
9,35,21,24,36,47,042,172
31,7,34,1,49,10,500,132
25,24,29,2,42,20,123,142
49,24,21,38,45,19,131,196
48,20,33,32,29,47,024,209
41,34,5,8,26,25,204,139
31,37,47,4,23,18,312,160
27,24,39,33,22,16,240,161
20,29,11,10,32,39,114,141
13,41,20,3,7,47,213,131
46,41,37,7,22,15,411,168
24,4,28,29,45,3,231,133
28,24,8,45,35,48,132,188
23,2,46,33,41,40,213,185
20,44,49,48,14,22,113,197
27,40,35,36,28,19,321,185
11,26,12,13,15,31,222,108
5,33,49,34,46,29,212,196
33,2,26,29,44,35,015,169
8,9,37,19,49,6,221,128
41,10,13,32,48,20,213,164
42,1,36,49,46,45,230,219
35,26,42,40,14,13,213,170
10,26,30,21,36,48,141,171
23,16,5,39,18,41,123,142
44,25,48,33,46,26,222,222
18,49,7,35,43,30,221,182
7,45,40,35,28,18,321,173
45,13,25,32,11,42,222,168
2,35,14,49,25,11,104,136
44,7,35,38,30,23,114,177
17,35,25,13,41,34,303,165
45,29,49,23,44,27,023,217
32,10,28,18,5,26,213,119
38,33,30,26,31,36,132,194
30,35,44,25,12,33,132,179
3,33,11,19,21,7,231,94
4,42,28,45,6,48,240,173
44,15,19,22,8,33,222,141
2,46,22,29,48,41,213,188
22,5,24,17,15,2,123,85
13,43,29,46,33,18,321,182
41,1,4,32,23,47,204,148
33,48,30,10,3,45,150,169
28,16,7,37,13,24,510,125
43,48,13,36,38,33,231,211
43,37,45,21,33,27,240,206
22,31,46,34,13,11,501,157
22,16,42,45,46,29,321,200
48,21,43,10,40,25,420,187
37,40,19,30,28,35,411,189
48,46,14,18,31,32,222,189
38,17,43,42,23,26,114,189
39,23,31,27,45,12,141,177
24,38,32,2,34,17,114,147
8,4,27,3,42,44,132,128
2,18,12,38,13,16,222,99
16,33,19,42,5,46,321,161
24,25,41,48,47,19,222,204
15,6,46,1,45,44,231,157
33,29,23,39,15,46,132,185
49,16,3,25,22,31,410,146
27,2,15,28,32,35,123,139
48,23,25,29,22,27,222,174
1,9,28,21,24,48,240,131
49,36,38,23,9,47,023,202
48,8,19,5,10,46,312,136
6,19,5,16,47,44,213,137
26,2,37,38,39,1,213,143
37,20,28,22,46,49,401,202
24,28,12,5,23,16,222,108
33,38,45,25,23,31,222,195
35,10,13,7,11,29,303,105
34,31,24,16,44,35,312,184
15,41,34,9,12,36,141,147
29,6,38,3,43,42,132,161
49,2,11,20,15,6,023,103
11,9,42,16,40,23,222,141
12,10,23,41,49,27,122,162
7,38,32,34,25,15,312,151
10,13,46,22,12,4,510,107
46,34,30,35,33,13,321,191
23,22,32,24,2,30,123,133
23,36,9,26,45,47,033,186
47,4,12,27,34,22,321,146
31,47,32,29,45,16,213,200
10,47,35,21,22,16,312,151
9,3,46,37,29,5,222,129
39,21,44,12,9,36,051,161
3,17,18,42,16,43,231,139
10,1,2,9,37,32,312,91
17,25,37,2,45,10,312,136
5,25,46,10,47,18,312,151
47,48,3,49,44,30,032,221
2,24,38,18,5,27,033,114
30,1,6,13,28,29,321,107
23,26,33,45,35,28,123,190
4,8,28,30,12,13,321,95
35,18,23,39,5,20,024,140
23,49,46,26,33,36,122,213
27,46,43,48,1,39,330,204
12,26,31,33,38,36,132,176
7,35,24,37,47,21,222,171
32,42,24,33,45,19,141,195
43,11,6,7,40,44,312,151
21,11,26,18,17,46,123,139
38,24,32,6,30,3,042,133
6,12,49,9,23,35,032,134
41,13,47,25,3,7,312,136
41,26,1,7,25,20,303,120
9,17,13,29,48,45,132,161
5,22,45,29,16,25,312,142
10,35,5,31,25,20,303,126
39,45,18,36,42,32,051,212
37,13,22,17,6,30,321,125
35,15,21,13,9,12,141,105
5,8,9,21,1,47,123,91
26,6,48,7,28,39,231,154
2,19,23,30,20,37,213,131
30,42,3,48,32,39,051,194
13,23,15,2,38,10,213,101
3,7,4,25,8,6,321,53
25,8,10,48,9,17,222,117
27,4,45,9,7,29,231,121
28,32,29,49,19,7,302,164
48,49,11,7,41,13,212,169
8,35,1,15,48,43,222,150
8,14,47,36,37,4,213,146
7,27,17,39,9,33,141,132
12,32,42,43,49,35,122,213
32,15,30,49,7,46,221,179
14,24,40,43,42,44,222,207
29,47,35,41,42,46,114,240
4,27,31,16,29,15,321,122
19,11,9,49,16,2,212,106
16,24,10,12,29,31,321,122
3,6,36,16,14,44,132,119
12,27,3,37,24,31,240,134
47,41,37,39,24,7,222,195
8,42,45,40,5,9,132,149
1,35,25,29,19,44,303,153
34,30,6,37,39,14,231,160
6,15,3,8,47,49,032,128
22,32,27,28,20,49,212,178
20,18,2,37,12,6,132,95
21,6,33,13,11,25,231,109
37,14,39,33,5,28,222,156
3,37,21,10,13,34,420,118
39,47,32,1,41,28,213,188
42,19,34,41,44,29,213,209
27,36,16,33,41,19,231,172
5,36,40,15,33,47,132,176
5,35,18,17,19,31,213,125
40,29,28,47,15,3,222,162
36,43,27,33,28,40,330,207
33,42,12,22,16,7,330,132
2,28,6,31,17,49,212,133
34,22,24,40,25,46,510,191
14,30,15,47,46,40,222,192
48,39,19,12,41,13,231,172
22,2,48,18,39,28,231,157
42,38,9,30,26,27,042,172
4,7,13,19,37,44,501,124
29,2,36,32,48,31,123,178
46,10,41,36,5,19,312,157
41,35,42,30,49,22,122,219
34,26,30,33,47,40,222,210
36,25,35,16,26,7,312,145
28,4,39,47,19,10,411,147
27,48,39,12,32,15,051,173
47,12,10,5,21,31,222,126
11,33,12,9,26,23,033,114
37,41,44,30,10,16,312,178
14,25,27,22,40,16,411,144
18,26,37,43,48,21,231,193
44,36,32,3,4,23,123,142
6,5,13,32,22,15,222,93
28,21,39,33,4,10,330,135
11,13,39,31,45,22,321,161
12,23,29,45,14,6,033,129
45,43,9,33,42,21,150,193
15,28,47,44,26,10,213,170
34,38,19,10,4,31,501,136
17,46,47,5,32,44,105,191
38,12,1,26,45,36,132,158
34,21,41,29,23,47,114,195
39,45,22,8,26,27,132,167
22,40,27,7,10,2,411,108
43,16,7,12,17,48,321,143
42,5,6,16,24,22,231,115
44,34,42,33,36,28,231,217
28,36,25,7,22,40,510,158
34,47,22,39,7,36,321,185
23,1,46,28,43,26,402,167
39,16,38,13,33,49,221,188
19,4,36,45,15,13,330,132
36,23,13,8,2,37,213,119
42,36,40,44,27,3,141,192
1,17,12,31,27,29,222,117
44,7,8,17,31,43,303,150
49,43,11,10,40,37,401,190
13,17,6,23,19,43,312,121
7,13,18,41,3,5,222,87
1,34,41,15,12,6,231,109
44,36,7,49,33,34,221,203
42,25,49,12,41,44,122,213
37,43,4,32,19,46,501,181
42,16,41,27,38,28,222,192
15,29,2,32,28,1,213,107
35,17,21,5,18,45,033,141
44,1,37,49,10,27,311,168
48,8,45,42,33,5,042,181
2,20,48,21,18,42,042,151
44,36,26,43,31,2,213,182
22,7,48,16,36,9,330,138
39,22,14,33,47,26,123,181
14,21,20,39,19,44,123,157
17,18,5,21,11,12,033,84
18,35,27,10,30,28,231,148
10,45,32,37,23,3,222,150
45,21,12,18,38,47,042,181
40,29,9,2,22,3,222,105
24,15,32,37,49,25,221,182
14,10,33,47,30,29,123,163
2,8,38,36,6,18,033,108
26,13,36,28,44,14,213,161
17,2,30,26,9,5,024,89
38,16,4,14,35,5,204,112
43,41,25,48,14,40,312,211
14,37,12,21,44,18,132,146
37,36,23,34,46,21,321,197
37,40,38,20,15,30,222,180
45,5,35,20,8,47,015,160
23,11,43,4,40,29,303,150
43,37,16,12,48,33,330,189
26,46,4,45,34,21,321,176
37,21,40,23,17,20,213,158
32,42,43,38,22,4,312,181
4,44,28,32,12,37,312,157
14,8,13,35,4,18,213,92
5,18,13,45,12,32,132,125
41,43,22,5,31,26,303,168
29,49,12,37,7,25,311,159
43,9,32,17,6,10,222,117
17,9,46,31,16,45,321,164
14,47,10,4,39,32,213,146
36,44,16,26,19,23,213,164
44,34,26,48,39,28,222,219
6,47,26,3,20,29,024,131
4,22,48,7,28,32,411,141
16,35,47,6,33,49,122,186
9,46,21,17,39,7,231,139
43,6,11,45,34,37,321,176
44,33,4,27,40,21,231,169
17,47,23,18,37,28,213,170
20,16,4,37,8,46,402,131
31,35,38,39,44,32,114,219
32,41,31,5,36,35,114,180
27,33,20,43,4,5,222,132
21,2,26,22,41,32,114,144
37,30,39,46,21,18,240,191
1,43,7,31,14,37,501,133
28,48,5,35,8,40,213,164
14,3,9,47,17,25,123,115
40,16,14,27,43,49,311,189
32,46,6,48,42,29,132,203
48,42,8,30,39,5,042,172
12,16,11,36,7,34,321,116
24,19,15,13,35,12,231,118
9,23,48,15,10,22,231,127
16,5,30,47,26,3,123,127
1,20,36,8,32,16,213,113
3,16,20,9,4,26,222,78
38,46,8,35,41,42,114,210
36,41,32,13,34,45,222,201
3,21,38,14,42,9,042,127
29,11,23,2,9,3,024,77
6,48,14,45,19,35,132,167
13,8,47,46,14,48,213,176
49,2,13,33,9,42,131,148
29,39,3,5,22,34,222,132
35,4,10,3,45,29,222,126
20,30,29,38,35,26,015,178
38,8,41,36,9,16,123,148
