b1,b2,b3,b4,b5,b6,green_0,green_2p,green_3p,green_4p,green_5p,green_6,red_0,red_2p,red_3p,red_4p,red_5p,red_6,blue_0,blue_2p,blue_3p,blue_4p,blue_5p,blue_6,colours,total
7,28,2,31,44,3,3,1,1,7,7,3082,12,0,0,21,65,973,7,0,3,18,189,192,312,115
12,10,1,9,43,35,4,0,2,8,8,3083,13,0,0,22,66,974,8,1,4,19,190,193,321,110
48,39,23,3,19,12,5,0,0,0,9,3084,14,1,1,23,67,975,9,2,5,20,191,194,141,144
8,42,29,12,10,36,6,0,0,1,10,3085,15,2,2,24,68,976,10,0,6,21,192,195,132,137
41,44,21,14,5,18,7,0,1,2,11,3086,0,3,3,25,69,977,11,0,0,0,193,196,024,143
42,23,27,10,49,12,8,0,0,3,12,3087,1,4,4,26,70,978,12,1,1,1,194,197,131,163
16,20,48,30,37,49,9,0,1,4,13,3088,2,0,5,27,71,979,13,2,2,2,195,198,221,200
3,46,40,44,28,38,10,1,2,5,14,3089,3,0,0,28,72,980,14,0,3,3,196,199,312,199
24,20,6,16,22,39,11,0,0,6,15,3090,4,0,1,29,73,981,15,1,4,4,197,200,231,127
48,6,46,3,29,25,12,0,0,7,16,3091,5,0,2,30,74,982,16,2,5,5,198,201,231,157
23,47,16,40,30,12,13,0,1,8,17,3092,6,0,3,31,75,983,17,0,6,6,199,202,222,168
39,7,48,2,6,29,14,0,0,9,18,3093,7,1,4,32,76,984,18,0,7,7,200,203,132,131
10,9,6,30,3,16,15,0,0,0,19,3094,8,0,5,33,77,985,0,1,8,8,201,204,240,74
9,24,32,37,18,17,16,0,0,1,20,3095,9,1,6,34,78,986,1,0,9,9,202,205,132,137
13,30,46,36,14,1,17,0,1,2,21,3096,10,0,0,35,79,987,2,1,10,10,203,206,321,140
13,46,15,37,43,23,18,1,2,3,22,3097,11,0,0,0,80,988,3,2,11,11,204,207,411,177
29,10,13,9,38,1,19,2,3,4,23,3098,12,0,0,1,81,989,4,0,12,12,205,208,312,100
28,12,3,17,33,20,20,0,0,5,24,3099,13,1,1,2,82,990,5,0,13,13,206,209,132,113
18,7,34,46,15,21,21,0,0,6,25,3100,14,0,0,3,83,991,0,1,14,14,207,210,330,141
9,33,25,45,39,13,22,0,0,0,26,3101,15,0,1,4,84,992,0,2,15,15,208,211,240,164
24,10,38,16,45,34,23,0,1,1,27,3102,16,0,0,5,85,993,1,3,16,16,209,212,321,167
35,43,27,34,8,30,24,0,2,2,28,3103,17,0,1,6,86,994,2,0,17,17,210,213,222,177
30,5,27,43,38,34,25,0,3,3,29,3104,18,0,2,7,87,995,3,0,18,18,211,214,222,177
15,13,11,9,31,46,26,0,4,4,30,3105,19,0,0,8,88,996,4,1,19,19,212,215,321,125
46,41,29,38,4,47,0,1,5,5,31,3106,20,0,1,9,89,997,5,0,0,0,213,216,204,205
13,4,43,15,37,27,1,0,6,6,32,3107,21,0,0,0,90,998,0,1,1,1,214,217,420,139
28,20,15,26,44,23,2,1,7,7,33,3108,22,1,1,1,91,999,1,0,0,0,215,218,114,156
26,38,17,33,45,16,3,0,8,8,34,3109,23,2,2,2,92,1000,2,0,0,1,216,219,123,175
43,36,16,42,38,6,4,0,0,9,35,3110,24,0,3,3,93,1001,3,1,1,2,217,220,231,181
25,35,34,28,22,47,0,1,1,10,36,3111,25,0,0,0,94,1002,4,0,2,3,218,221,402,191
3,44,8,6,38,18,1,0,0,11,37,3112,0,1,1,1,95,1003,5,0,0,4,219,222,033,117
30,21,47,39,13,19,2,0,0,12,38,3113,1,0,2,2,96,1004,6,1,1,5,220,223,231,169
26,17,4,28,38,6,3,1,1,13,39,3114,2,0,3,3,97,1005,7,0,0,6,221,224,213,119
12,23,1,11,20,24,4,0,2,14,40,3115,3,1,4,4,98,1006,8,0,0,7,222,225,123,91
27,16,18,30,1,17,5,0,0,15,41,3116,4,0,5,5,99,1007,9,1,1,8,223,226,231,109
41,4,37,26,6,36,6,0,1,16,42,3117,5,0,6,6,100,1008,10,0,2,9,224,227,222,150
2,21,36,10,6,25,7,0,0,17,43,3118,6,0,7,7,101,1009,11,1,3,10,225,228,231,100
26,48,12,7,45,32,8,0,0,18,44,3119,7,1,8,8,102,1010,12,0,4,11,226,229,132,170
20,9,42,41,21,47,9,0,0,19,45,3120,0,2,9,9,103,1011,13,0,0,12,227,230,033,180
28,8,43,35,46,34,0,1,1,20,46,3121,1,0,0,0,104,1012,14,0,1,13,228,231,402,194
40,19,9,7,49,18,1,0,2,21,47,3122,2,0,0,1,105,1013,0,1,2,14,229,232,320,142
12,20,37,17,11,19,2,1,3,22,48,3123,3,0,1,2,106,1014,1,0,0,15,230,233,213,116
42,32,18,11,20,26,3,0,4,23,49,3124,0,1,2,3,107,1015,2,0,0,0,231,234,024,149
39,48,47,12,43,8,4,0,0,24,50,3125,1,2,3,4,108,1016,3,0,1,1,232,235,132,197
43,36,16,42,39,34,5,0,0,25,51,3126,2,0,0,5,109,1017,0,1,2,2,233,236,330,210
44,2,17,46,1,3,6,1,1,26,52,3127,3,0,1,6,110,1018,1,0,0,3,234,237,213,113
47,2,37,8,36,29,7,2,2,27,53,3128,4,1,2,7,111,1019,2,0,0,0,235,238,114,159
10,28,26,8,43,13,0,3,3,28,54,3129,5,0,0,0,112,1020,3,0,1,1,236,239,402,128
43,44,28,2,15,32,1,4,4,29,55,3130,6,0,1,1,113,1021,4,0,0,2,237,240,213,164
47,6,35,27,9,23,2,0,0,30,56,3131,0,1,2,2,114,1022,5,0,0,3,238,241,033,147
29,44,10,33,31,32,3,1,1,31,57,3132,1,0,3,3,115,1023,6,0,0,4,239,242,213,179
38,47,8,29,41,7,0,2,2,32,58,3133,2,1,4,4,116,1024,7,0,0,0,0,243,105,170
25,4,46,44,9,38,1,3,3,33,59,3134,3,0,0,5,117,1025,8,0,1,1,1,244,312,166
42,3,17,27,18,49,2,0,0,0,60,3135,0,1,1,6,118,1026,9,1,2,2,2,245,041,156
13,34,17,9,18,29,3,0,1,1,61,3136,1,0,2,7,119,1027,10,0,3,3,3,246,222,120
36,39,11,15,18,33,4,0,0,0,0,3137,0,1,3,8,120,1028,11,1,4,4,4,247,051,152
19,43,39,9,14,27,5,0,0,1,1,3138,1,0,4,9,121,1029,12,2,5,5,5,248,231,151
27,5,10,23,15,47,6,0,1,2,2,3139,2,1,5,10,122,1030,13,0,0,6,6,249,123,127
17,41,33,40,35,4,7,1,2,3,3,3140,3,0,6,11,123,1031,14,0,0,7,7,250,213,170
48,46,30,25,22,15,8,0,0,4,4,3141,4,0,0,12,124,1032,0,1,1,8,8,251,330,186
13,16,9,45,12,31,9,0,0,5,5,3142,5,0,0,13,125,1033,0,2,2,9,9,252,330,126
31,28,15,42,33,16,10,0,0,6,6,3143,6,0,0,14,126,1034,0,3,3,10,10,253,330,165
41,43,46,13,42,9,11,0,1,7,7,3144,7,0,0,15,127,1035,1,4,4,11,11,254,321,194
26,20,29,32,37,27,12,1,2,8,8,3145,8,1,1,16,128,1036,2,0,0,0,12,255,114,171
45,9,43,30,1,47,13,0,0,9,9,3146,9,0,2,17,129,1037,3,1,1,1,13,256,231,175
18,26,4,40,45,16,14,0,1,10,10,3147,10,0,0,18,130,1038,4,2,2,2,14,257,321,149
47,39,15,9,25,20,15,0,0,11,11,3148,11,1,1,19,131,1039,5,0,3,3,15,258,132,155
29,48,3,41,13,26,16,0,1,12,12,3149,12,2,2,20,132,1040,6,0,0,4,16,259,123,160
20,3,48,7,28,44,17,0,2,13,13,3150,13,0,3,21,133,1041,7,0,1,5,17,260,222,150
49,45,38,34,3,40,18,0,3,14,14,3151,14,0,4,22,134,1042,8,1,2,6,18,261,221,209
3,8,31,22,32,7,19,1,4,15,15,3152,15,0,0,23,135,1043,9,0,3,7,19,262,312,103
15,27,2,11,4,10,20,0,5,16,16,3153,16,0,1,24,136,1044,10,0,4,8,20,263,222,69
41,46,21,32,19,7,21,1,6,17,17,3154,17,0,0,25,137,1045,11,0,5,9,21,264,312,166
20,22,35,36,5,17,22,2,7,18,18,3155,18,1,1,26,138,1046,12,0,0,0,22,265,114,135
35,45,17,24,37,1,23,0,8,19,19,3156,19,0,2,27,139,1047,13,0,1,1,23,266,222,159
30,6,43,14,26,48,24,0,0,20,20,3157,20,1,3,28,140,1048,14,0,2,2,24,267,132,167
30,19,8,41,24,32,25,0,1,21,21,3158,21,2,4,29,141,1049,15,0,0,3,25,268,123,154
41,36,39,22,15,43,26,0,0,22,22,3159,22,0,5,30,142,1050,16,1,1,4,26,269,231,196
9,41,46,25,34,24,27,0,1,23,23,3160,23,0,0,31,143,1051,17,2,2,5,27,270,321,179
22,47,24,15,26,46,28,0,2,24,24,3161,24,0,1,32,144,1052,18,0,3,6,28,271,222,180
1,41,25,10,40,21,29,1,3,25,25,3162,25,0,0,0,145,1053,19,1,4,7,29,272,411,138
9,40,11,16,19,1,30,2,4,26,26,3163,26,0,0,0,146,1054,20,2,5,8,30,273,411,96
6,24,18,17,15,16,31,0,0,0,27,3164,27,1,1,1,147,1055,21,3,6,9,31,274,141,96
15,44,1,4,30,24,32,0,0,1,28,3165,28,0,2,2,148,1056,22,4,7,10,32,275,231,118
13,1,35,28,3,49,33,1,1,2,29,3166,29,0,0,3,149,1057,23,5,8,11,33,276,311,129
33,7,45,42,14,26,34,0,0,3,30,3167,30,1,1,4,150,1058,24,0,9,12,34,277,132,167
14,38,32,16,13,18,35,1,1,4,31,3168,31,0,2,5,151,1059,25,0,0,13,35,278,213,131
29,15,34,23,33,38,36,0,2,5,32,3169,32,1,3,6,152,1060,26,0,0,14,36,279,123,172
47,6,15,4,13,36,37,0,0,6,33,3170,33,0,4,7,153,1061,27,1,1,15,37,280,231,121
30,13,17,38,44,8,38,1,1,7,34,3171,34,1,5,8,154,1062,28,0,0,0,38,281,114,150
31,5,28,47,39,7,39,2,2,8,35,3172,35,0,0,9,155,1063,29,0,1,1,39,282,312,157
1,30,7,49,21,19,40,0,3,9,36,3173,36,0,0,10,156,1064,0,1,2,2,40,283,320,127
38,16,1,9,28,24,40,0,3,9,36,3173,36,0,0,10,156,1064,0,1,2,2,40,283,321,116
6,23,2,13,42,24,42,0,0,11,38,3175,38,1,1,12,158,1066,2,0,4,4,42,285,132,110
32,10,24,49,17,34,43,1,1,12,39,3176,39,0,2,13,159,1067,3,0,5,5,43,286,212,166
21,41,33,14,40,23,44,0,2,13,40,3177,40,1,3,14,160,1068,4,0,0,6,44,287,123,172
39,48,7,24,12,36,45,0,0,0,0,3178,41,2,4,15,161,1069,0,1,1,7,45,288,150,166
33,12,2,10,35,14,46,0,1,1,1,3179,42,3,5,16,162,1070,1,0,0,8,46,289,123,106
32,43,17,25,6,12,47,0,2,2,2,3180,43,0,6,17,163,1071,2,0,1,9,47,290,222,135
8,37,31,5,32,19,0,1,3,3,3,3181,44,0,0,18,164,1072,3,0,0,10,48,291,303,132
26,29,39,15,24,44,1,0,0,4,4,3182,0,1,1,19,165,1073,4,0,0,11,49,292,033,177
47,38,8,23,3,2,2,1,1,5,5,3183,0,2,2,20,166,1074,5,0,0,0,0,293,015,121
34,17,16,49,46,31,0,2,2,6,6,3184,1,0,0,0,167,1075,6,1,1,1,1,294,401,193
38,29,32,5,13,48,1,3,3,7,7,3185,2,1,1,1,168,1076,7,0,0,0,2,295,114,165
46,11,16,4,40,47,0,4,4,8,8,3186,3,0,0,0,169,1077,8,0,1,1,3,296,402,164
1,27,29,47,7,6,1,0,5,9,9,3187,4,0,1,1,170,1078,9,0,2,2,4,297,222,117
34,23,48,41,20,6,2,0,6,10,10,3188,5,1,2,2,171,1079,10,0,0,3,5,298,123,172
26,19,30,21,42,45,3,0,0,0,11,3189,6,2,3,3,172,1080,11,1,1,4,6,299,141,183
8,31,3,9,40,47,4,0,1,1,12,3190,7,0,4,4,173,1081,12,0,2,5,7,300,222,138
17,8,33,30,9,49,5,0,0,2,13,3191,0,1,5,5,174,1082,13,0,3,6,8,301,032,146
17,18,15,44,46,4,6,0,1,3,14,3192,1,0,6,6,175,1083,14,0,4,7,9,302,222,144
10,33,4,41,12,17,7,0,2,4,15,3193,2,0,7,7,176,1084,15,0,5,8,10,303,222,117
31,42,5,28,41,21,8,0,3,5,16,3194,3,0,8,8,177,1085,16,0,6,9,11,304,222,168
29,21,49,7,9,33,9,0,0,6,17,3195,4,1,9,9,178,1086,17,1,7,10,12,305,131,148
41,24,7,23,22,29,10,1,1,7,18,3196,5,0,10,10,179,1087,18,0,0,11,13,306,213,146
36,14,30,40,15,34,11,0,0,8,19,3197,6,0,11,11,180,1088,19,1,1,12,14,307,231,169
12,39,40,16,8,21,12,0,0,9,20,3198,7,0,12,12,181,1089,20,2,2,13,15,308,231,136
6,45,20,14,15,41,13,0,0,10,21,3199,0,1,13,13,182,1090,21,0,0,14,16,309,033,141
34,20,30,8,42,39,14,0,0,11,22,3200,1,2,14,14,183,1091,22,0,1,15,17,310,132,173
46,12,19,40,33,35,15,0,1,12,23,3201,2,0,0,15,184,1092,23,1,2,16,18,311,321,185
12,33,14,36,41,13,16,0,0,13,24,3202,3,1,1,16,185,1093,24,0,3,17,19,312,132,149
33,8,9,21,39,48,17,0,0,0,0,3203,0,2,2,17,186,1094,25,1,4,18,20,313,051,158
22,45,26,20,25,13,18,1,1,1,1,3204,1,0,0,18,187,1095,26,0,5,19,21,314,312,151
3,5,45,17,27,24,19,0,0,0,2,3205,0,1,1,19,188,1096,27,0,6,20,22,315,042,121
42,22,33,30,47,13,20,0,0,1,3,3206,1,0,2,20,189,1097,28,1,7,21,23,316,231,187
21,2,16,7,49,48,21,0,1,2,4,3207,2,0,3,21,190,1098,29,2,8,22,24,317,221,143
16,13,22,33,27,10,22,0,2,3,5,3208,3,0,0,0,191,1099,0,3,9,23,25,318,420,121
4,42,19,29,6,16,23,0,3,4,6,3209,4,0,0,1,192,1100,1,4,10,24,26,319,321,116
35,15,10,13,31,3,24,0,4,5,7,3210,5,0,0,2,193,1101,2,5,11,25,27,320,321,107
18,24,30,29,20,11,25,0,0,6,8,3211,0,1,1,3,194,1102,3,0,0,26,28,321,033,132
36,40,20,25,18,32,26,0,1,7,9,3212,1,0,2,4,195,1103,4,0,1,27,29,322,222,171
8,16,42,44,17,22,27,1,2,8,10,3213,2,0,3,5,196,1104,5,0,0,28,30,323,213,149
8,17,46,49,4,35,0,2,3,9,11,3214,3,0,4,6,197,1105,6,0,0,29,31,324,203,159
12,46,6,34,29,30,1,0,0,10,12,3215,4,0,5,7,198,1106,7,1,1,30,32,325,231,157
30,8,48,5,43,3,2,0,0,11,13,3216,5,1,6,8,199,1107,8,0,2,31,33,326,132,137
33,39,44,35,2,47,3,0,1,12,14,3217,0,2,7,9,200,1108,9,0,0,0,34,327,024,200
2,22,20,42,19,31,4,1,2,13,15,3218,1,0,0,10,201,1109,10,0,1,1,35,328,312,136
23,15,29,43,16,4,5,2,3,14,16,3219,2,0,0,11,202,1110,11,0,2,2,36,329,312,130
14,9,8,36,4,5,6,0,4,15,17,3220,3,1,1,12,203,1111,12,0,0,3,37,330,123,76
36,43,9,26,30,48,7,0,0,0,18,3221,4,2,2,13,204,1112,13,1,1,4,38,331,141,192
16,35,19,12,17,44,8,1,1,1,19,3222,5,0,3,14,205,1113,14,0,0,5,39,332,213,143
42,6,39,30,21,26,9,0,0,0,0,3223,0,1,4,15,206,1114,15,1,1,6,40,333,051,164
21,43,18,34,36,13,10,0,0,1,1,3224,1,0,0,16,207,1115,0,2,2,7,41,334,330,165
12,16,42,3,22,38,11,0,0,2,2,3225,2,0,1,17,208,1116,1,3,3,8,42,335,231,133
25,48,43,18,35,16,12,0,1,3,3,3226,3,0,0,18,209,1117,2,4,4,9,43,336,321,185
27,40,1,17,41,25,13,1,2,4,4,3227,4,0,0,19,210,1118,3,0,5,10,44,337,312,151
20,32,16,22,10,48,14,2,3,5,5,3228,5,0,0,20,211,1119,4,0,6,11,45,338,312,148
31,25,17,19,36,46,15,3,4,6,6,3229,6,0,0,0,212,1120,5,1,7,12,46,339,411,174
14,30,3,2,10,40,16,0,5,7,7,3230,7,0,1,1,213,1121,6,0,8,13,47,340,222,99
11,45,4,1,19,18,17,0,6,8,8,3231,8,0,0,2,214,1122,7,1,9,14,48,341,321,98
43,23,2,5,34,10,0,1,7,9,9,3232,9,0,0,3,215,1123,8,0,0,15,49,342,303,117
25,1,26,21,7,24,1,0,8,10,10,3233,10,0,0,4,216,1124,9,1,1,16,50,343,321,104
45,44,35,16,2,36,2,0,9,11,11,3234,11,1,1,5,217,1125,10,0,0,17,51,344,123,178
13,11,22,20,27,32,3,1,10,12,12,3235,12,0,2,6,218,1126,11,0,0,18,52,345,213,125
5,2,46,40,42,33,4,0,11,13,13,3236,13,0,3,7,219,1127,12,0,1,19,53,346,222,168
38,32,24,47,5,44,5,1,12,14,14,3237,0,1,4,8,220,1128,13,0,0,0,0,347,015,190
15,5,39,38,41,29,6,0,13,15,15,3238,0,2,5,9,221,1129,14,0,0,0,1,348,024,167
8,39,34,41,17,25,7,1,14,16,16,3239,1,0,6,10,222,1130,15,0,0,1,2,349,213,164
10,37,2,26,47,16,0,2,15,17,17,3240,2,0,0,11,223,1131,16,0,0,2,3,350,303,138
37,10,9,26,22,5,1,3,16,18,18,3241,3,0,0,12,224,1132,17,0,1,3,4,351,312,109
22,28,6,16,29,13,2,4,17,19,19,3242,4,0,0,0,225,1133,18,1,2,4,5,352,411,114
13,25,8,16,42,11,3,5,18,20,20,3243,5,0,0,1,226,1134,19,0,3,5,6,353,312,115
4,31,15,40,30,9,4,0,0,21,21,3244,6,0,0,2,227,1135,0,1,4,6,7,354,330,129
19,11,47,16,32,42,5,1,1,22,22,3245,7,0,1,3,228,1136,1,0,0,7,8,355,213,167
13,37,9,21,12,14,6,0,0,23,23,3246,8,0,2,4,229,1137,2,1,1,8,9,356,231,106
47,4,20,21,9,2,7,0,1,24,24,3247,9,1,3,5,230,1138,3,0,0,9,10,357,123,103
46,38,35,43,15,19,8,1,2,25,25,3248,10,0,0,6,231,1139,4,0,1,10,11,358,312,196
43,24,3,16,18,30,9,0,0,0,26,3249,11,0,1,7,232,1140,0,1,2,11,12,359,240,134
26,7,6,40,39,32,10,0,1,1,27,3250,12,0,2,8,233,1141,1,0,3,12,13,360,222,150
30,13,48,19,24,18,11,0,0,0,28,3251,13,0,3,9,234,1142,0,1,4,13,14,361,240,152
26,36,21,16,9,15,12,0,0,0,29,3252,14,1,4,10,235,1143,1,2,5,14,15,362,141,123
18,14,33,41,17,12,13,0,0,1,30,3253,0,2,5,11,236,1144,2,0,0,15,16,363,033,135
47,49,1,30,28,41,14,1,1,2,31,3254,1,0,6,12,237,1145,3,0,1,16,17,364,212,196
29,26,11,20,34,44,0,2,2,3,32,3255,2,1,7,13,238,1146,4,0,0,0,0,365,105,164
7,45,43,8,49,22,1,3,3,4,33,3256,3,0,0,14,239,1147,5,1,1,1,1,366,311,174
8,24,5,25,37,41,2,4,4,5,34,3257,4,0,1,15,240,1148,6,0,0,2,2,367,213,140
7,41,3,30,48,13,3,0,0,6,35,3258,5,0,2,16,241,1149,7,1,1,3,3,368,231,142
28,46,7,12,48,40,4,0,1,7,36,3259,6,0,0,0,242,1150,0,2,2,4,4,369,420,181
38,46,2,47,41,1,0,1,2,8,37,3260,7,0,1,1,243,1151,1,0,0,0,5,370,204,175
44,41,31,43,47,40,0,2,3,9,38,3261,8,0,0,2,244,1152,2,0,0,1,6,371,303,246
30,9,23,10,29,36,1,0,0,10,39,3262,9,1,1,3,245,1153,3,0,1,2,7,372,132,137
9,2,39,14,47,27,2,0,0,11,40,3263,0,2,2,4,246,1154,4,0,0,3,8,373,033,138
36,17,26,43,38,29,3,1,1,12,41,3264,1,3,3,5,247,1155,5,0,0,0,9,374,114,189
44,30,1,31,15,42,4,0,0,13,42,3265,2,0,4,6,248,1156,6,1,1,1,10,375,231,163
5,46,37,24,4,18,5,0,1,14,43,3266,3,0,0,7,249,1157,7,2,2,2,11,376,321,134
44,22,40,17,27,33,6,0,2,15,44,3267,4,0,1,8,250,1158,8,0,3,3,12,377,222,183
39,43,12,26,41,5,7,0,3,16,45,3268,5,1,2,9,251,1159,9,0,0,4,13,378,123,166
30,41,8,1,38,28,8,1,4,17,46,3269,6,0,3,10,252,1160,10,0,0,5,14,379,213,146
3,48,40,22,26,33,9,0,0,18,47,3270,7,0,4,11,253,1161,11,1,1,6,15,380,231,172
3,43,22,1,21,11,10,0,1,19,48,3271,8,0,0,12,254,1162,12,2,2,7,16,381,321,101
16,26,21,44,5,35,11,1,2,20,49,3272,9,1,1,13,255,1163,13,0,0,0,17,382,114,147
47,12,49,23,39,33,12,0,0,21,50,3273,0,2,2,14,256,1164,14,0,1,1,18,383,032,203
2,17,46,15,48,7,13,0,1,22,51,3274,1,0,3,15,257,1165,15,0,2,2,19,384,222,135
19,17,21,44,23,12,14,0,2,23,52,3275,2,1,4,16,258,1166,16,0,0,3,20,385,123,136
46,16,45,9,8,21,15,0,0,24,53,3276,3,0,5,17,259,1167,17,1,1,4,21,386,231,145
23,28,48,47,24,15,16,0,0,25,54,3277,4,1,6,18,260,1168,18,0,2,5,22,387,132,185
40,46,25,3,43,23,17,1,1,26,55,3278,5,0,0,0,261,1169,19,1,3,6,23,388,411,180
45,41,30,14,5,17,18,0,2,27,56,3279,0,1,1,1,262,1170,20,0,0,0,24,389,024,152
18,26,37,32,7,10,19,1,3,28,57,3280,1,0,0,2,263,1171,21,0,1,1,25,390,312,130
46,47,44,13,17,33,20,2,4,29,58,3281,2,0,1,3,264,1172,22,0,0,2,26,391,213,200
34,46,3,11,14,21,21,0,5,30,59,3282,3,0,2,4,265,1173,23,0,1,3,27,392,222,129
19,47,41,23,40,49,0,1,6,31,60,3283,4,0,3,5,266,1174,24,0,0,4,28,393,203,219
37,1,3,8,40,35,1,2,7,32,61,3284,5,0,0,6,267,1175,25,0,1,5,29,394,312,124
44,38,23,35,29,28,0,3,8,33,62,3285,6,1,1,7,268,1176,26,0,0,0,0,395,105,197
34,32,7,1,18,42,1,0,9,34,63,3286,7,0,0,8,269,1177,27,1,1,1,1,396,321,134
21,24,20,33,10,1,2,0,0,35,64,3287,8,0,1,9,270,1178,28,2,2,2,2,397,231,109
45,20,7,12,1,8,3,0,1,36,65,3288,9,0,2,10,271,1179,29,0,3,3,3,398,222,93
22,44,31,2,45,23,4,1,2,37,66,3289,10,0,3,11,272,1180,30,0,0,4,4,399,213,167
