b1,b2,b3,b4,b5,b6,colours,total
38,11,9,22,5,44,114,129
16,33,30,13,27,3,240,122
9,36,30,6,2,33,051,116
10,6,20,8,31,3,222,78
1,19,4,24,9,8,321,65
4,45,10,41,34,36,321,170
39,45,32,34,23,48,132,221
46,11,6,25,12,44,222,144
30,25,38,15,42,10,231,160
38,34,1,27,13,18,321,131
1,40,48,31,7,9,420,136
46,45,34,21,48,17,231,211
26,24,34,25,13,6,321,128
2,27,33,43,40,29,222,174
38,39,44,27,17,2,024,167
28,1,49,38,6,7,311,129
4,35,23,15,20,9,123,106
7,41,15,29,25,8,213,125
46,48,5,35,38,3,123,175
37,18,29,8,32,9,123,133
1,18,9,32,29,13,222,102
29,22,33,3,49,23,122,159
37,18,25,5,9,32,222,126
7,41,39,3,19,33,231,142
10,36,30,25,31,4,420,136
8,32,46,19,20,3,213,128
32,46,26,20,5,6,114,135
2,33,13,21,43,46,321,158
6,19,44,2,26,34,213,131
5,30,46,36,29,23,123,169
10,40,5,26,12,15,222,108
18,27,15,13,41,33,141,147
32,26,28,27,49,21,122,183
1,30,45,46,12,9,240,143
17,5,32,46,24,23,114,147
21,31,30,14,39,36,141,171
32,15,30,44,41,14,024,176
48,7,41,21,33,20,132,170
37,11,7,27,25,17,312,124
32,42,45,4,12,13,231,148
16,6,40,15,24,44,231,145
14,49,31,27,8,24,122,153
48,15,14,16,49,42,131,184
23,26,17,41,39,1,114,147
48,47,11,35,7,19,213,167
1,18,45,29,13,35,222,141
8,29,21,1,24,6,132,89
36,28,32,21,13,43,321,173
25,36,31,38,32,42,222,204
39,28,14,47,46,42,222,216
37,27,28,16,40,2,411,150
37,24,36,26,4,31,321,158
25,10,6,49,35,41,212,166
6,12,1,25,4,11,321,59
19,9,46,6,24,31,330,135
47,38,42,45,36,13,132,221
7,22,33,5,15,1,321,83
43,49,32,4,14,30,212,172
37,47,13,6,14,29,213,146
1,20,40,15,7,28,411,111
22,44,16,8,38,3,213,131
14,41,18,6,47,48,033,174
48,37,5,6,31,33,231,160
41,33,26,42,30,2,033,174
8,11,36,13,19,25,312,112
16,20,13,5,2,12,213,68
44,5,36,2,18,25,123,130
48,6,27,8,32,38,033,159
12,29,48,40,4,26,222,159
4,44,7,1,39,33,321,128
9,39,28,27,26,19,231,148
49,16,23,43,15,38,212,184
33,36,14,49,2,30,032,164
49,7,36,30,21,6,140,149
2,48,40,12,18,29,132,149
7,4,25,2,33,8,312,79
42,10,2,48,44,12,132,158
24,41,33,12,46,27,141,183
5,7,4,22,8,1,402,47
16,32,30,44,11,35,114,168
13,22,8,16,17,45,312,121
46,43,49,37,45,21,320,241
41,44,34,36,37,18,222,210
12,9,39,30,6,40,150,136
44,21,32,28,2,27,123,154
12,46,42,10,41,21,231,172
12,24,38,40,7,36,231,157
4,12,21,2,14,10,222,63
11,31,20,25,40,10,402,137
11,49,26,32,34,19,203,171
25,5,10,19,24,3,321,86
1,2,10,30,5,34,312,82
45,8,11,33,31,44,123,172
45,4,31,40,46,30,420,196
25,32,23,43,33,10,312,166
38,40,7,15,12,4,321,116
7,47,32,17,44,27,114,174
38,29,25,32,21,37,213,182
19,49,32,35,4,9,212,148
26,39,5,49,41,12,023,172
29,41,2,28,38,25,204,163
3,13,20,23,39,24,132,122
5,36,49,23,7,8,113,128
13,37,36,40,12,34,420,172
40,16,11,24,48,10,321,149
7,18,49,25,36,4,320,139
13,38,28,45,12,6,231,142
40,25,13,7,24,43,510,152
6,17,2,37,27,5,123,94
48,5,9,28,2,24,132,116
27,35,17,14,8,5,015,106
