b1,b2,b3,b4,b5,b6,green_0,green_2p,green_3p,green_4p,green_5p,green_6,red_0,red_2p,red_3p,red_4p,red_5p,red_6,blue_0,blue_2p,blue_3p,blue_4p,blue_5p,blue_6,colours,total
6,39,9,23,42,38,1,0,0,0,319,1299,0,1,1,2,295,2214,13,0,1,33,145,2845,042,157
8,14,10,46,1,2,0,1,1,1,320,1300,1,0,0,3,296,2215,14,0,0,34,146,2846,303,81
6,7,48,44,8,38,1,0,2,2,321,1301,2,1,1,4,297,2216,15,0,0,35,147,2847,123,151
23,1,38,3,13,26,2,1,3,3,322,1302,3,0,2,5,298,2217,16,0,0,36,148,2848,213,104
45,25,16,43,21,2,3,0,4,4,323,1303,4,0,0,6,299,2218,17,1,1,37,149,2849,321,152
2,20,11,33,34,48,4,0,5,5,324,1304,5,1,1,7,300,2219,18,0,0,38,150,2850,123,148
39,48,22,1,5,8,5,0,6,6,325,1305,6,0,2,8,301,2220,19,0,1,39,151,2851,222,123
26,41,46,31,11,8,0,1,7,7,326,1306,7,0,3,9,302,2221,20,0,0,0,152,2852,204,163
12,1,47,33,25,20,1,0,8,8,327,1307,8,0,4,10,303,2222,21,0,1,1,153,2853,222,138
28,7,36,19,15,14,2,0,9,9,328,1308,9,0,0,11,304,2223,22,1,2,2,154,2854,321,119
5,28,25,20,18,15,3,0,10,10,329,1309,10,0,1,12,305,2224,23,0,3,3,155,2855,222,111
27,9,10,26,47,15,4,0,0,11,330,1310,11,1,2,13,306,2225,24,0,4,4,156,2856,132,134
24,5,40,42,35,17,5,0,1,12,331,1311,12,2,3,14,307,2226,25,0,0,5,157,2857,123,163
40,18,43,33,27,39,6,0,0,0,332,1312,13,0,4,15,308,2227,0,1,1,6,158,2858,240,200
18,35,34,41,33,11,7,0,1,1,333,1313,14,1,5,16,309,2228,1,0,0,7,159,2859,123,172
23,41,14,37,48,8,8,1,2,2,334,1314,15,2,6,17,310,2229,2,0,0,0,160,2860,114,171
41,49,22,43,14,30,9,2,3,3,335,1315,16,0,7,18,311,2230,3,0,1,1,161,2861,212,199
18,10,11,37,12,13,10,0,4,4,336,1316,17,0,0,19,312,2231,4,1,2,2,162,2862,321,101
19,25,46,26,36,24,11,0,5,5,337,1317,18,0,0,20,313,2232,5,2,3,3,163,2863,321,176
19,48,22,15,35,37,12,0,6,6,338,1318,19,0,0,21,314,2233,6,3,4,4,164,2864,321,176
14,37,48,44,23,49,13,1,7,7,339,1319,20,1,1,22,315,2234,7,0,0,5,165,2865,113,215
5,27,40,17,2,11,14,2,8,8,340,1320,21,2,2,23,316,2235,8,0,0,0,166,2866,114,102
18,29,3,19,42,44,15,0,0,9,341,1321,22,3,3,24,317,2236,9,0,1,1,167,2867,132,155
27,45,7,32,34,26,16,0,1,10,342,1322,23,0,4,25,318,2237,10,0,2,2,168,2868,222,171
45,23,11,48,27,14,17,0,0,11,343,1323,0,1,5,26,319,2238,11,0,0,3,169,2869,033,168
43,23,35,39,1,34,18,1,1,12,344,1324,1,0,0,27,320,2239,12,0,1,4,170,2870,312,175
12,10,8,31,22,43,19,2,2,13,345,1325,2,0,0,0,321,2240,13,1,2,5,171,2871,411,126
2,13,5,29,35,31,0,3,3,14,346,1326,3,0,1,1,322,2241,14,0,0,0,172,2872,204,115
44,34,2,45,4,12,1,0,4,15,347,1327,4,0,2,2,323,2242,15,0,1,1,173,2873,222,141
12,45,30,6,46,17,2,0,0,0,348,1328,5,1,3,3,324,2243,16,1,2,2,174,2874,141,156
22,8,24,6,5,28,3,0,1,1,349,1329,6,0,4,4,325,2244,17,0,3,3,175,2875,222,93
34,42,32,26,38,41,4,1,2,2,350,1330,7,1,5,5,326,2245,18,0,0,0,176,2876,114,213
12,47,44,25,9,11,5,0,3,3,351,1331,8,2,6,6,327,2246,19,0,0,1,177,2877,123,148
45,47,38,41,26,27,6,0,4,4,352,1332,0,3,7,7,328,2247,20,0,0,0,178,2878,024,224
9,6,41,31,25,32,7,0,5,5,353,1333,1,0,8,8,329,2248,21,0,1,1,179,2879,222,144
49,6,26,37,22,35,8,1,6,6,354,1334,2,0,9,9,330,2249,22,0,2,2,180,2880,212,175
49,42,17,23,3,1,9,0,7,7,355,1335,3,1,10,10,331,2250,23,0,3,3,181,2881,122,135
42,13,34,38,29,39,10,0,8,8,356,1336,4,0,11,11,332,2251,24,0,4,4,182,2882,222,195
25,3,35,41,18,23,11,0,9,9,357,1337,5,1,12,12,333,2252,25,0,0,5,183,2883,123,145
8,20,39,45,5,14,12,0,10,10,358,1338,0,2,13,13,334,2253,26,0,0,0,184,2884,024,131
49,22,27,14,1,46,13,1,11,11,359,1339,1,0,0,14,335,2254,27,1,1,1,185,2885,311,159
38,24,23,12,20,34,14,0,12,12,360,1340,2,1,1,15,336,2255,28,0,0,2,186,2886,123,151
46,3,23,17,41,27,15,0,13,13,361,1341,3,2,2,16,337,2256,29,0,0,3,187,2887,123,157
43,15,3,2,17,12,16,0,0,14,362,1342,4,3,3,17,338,2257,30,0,1,4,188,2888,132,92
8,30,14,10,24,17,17,0,1,15,363,1343,5,4,4,18,339,2258,31,0,0,5,189,2889,123,103
12,20,16,9,37,40,18,0,2,16,364,1344,6,0,0,19,340,2259,32,1,1,6,190,2890,321,134
25,19,9,49,27,36,19,0,0,17,365,1345,7,0,1,20,341,2260,0,2,2,7,191,2891,230,165
42,44,32,49,18,46,20,0,1,18,366,1346,8,1,2,21,342,2261,1,0,3,8,192,2892,122,231
40,47,37,23,29,41,0,1,2,19,367,1347,9,0,3,22,343,2262,2,0,0,0,193,2893,204,217
26,9,18,48,22,4,1,0,0,20,368,1348,10,0,4,23,344,2263,3,1,1,1,194,2894,231,127
10,33,47,21,24,19,2,0,0,21,369,1349,11,0,5,24,345,2264,4,2,2,2,195,2895,231,154
23,35,34,25,46,4,0,1,1,22,370,1350,12,0,0,0,346,2265,5,0,3,3,196,2896,402,167
37,36,39,24,19,26,1,0,0,23,371,1351,13,0,1,1,347,2266,6,1,4,4,197,2897,231,181
7,6,37,21,4,35,2,0,1,24,372,1352,14,0,0,2,348,2267,7,2,5,5,198,2898,321,110
42,9,20,6,15,46,3,0,0,0,373,1353,15,1,1,3,349,2268,8,3,6,6,199,2899,141,138
48,19,31,13,5,18,4,0,1,1,374,1354,16,0,0,4,350,2269,9,4,7,7,200,2900,321,134
6,17,26,12,31,13,5,0,2,2,375,1355,17,0,1,5,351,2270,10,0,8,8,201,2901,222,105
36,17,8,40,35,7,6,1,3,3,376,1356,18,0,2,6,352,2271,11,0,0,9,202,2902,213,143
6,36,31,21,16,33,7,0,0,0,377,1357,19,0,3,7,353,2272,0,1,1,10,203,2903,240,143
38,13,6,7,29,39,8,0,1,1,378,1358,20,0,4,8,354,2273,1,0,2,11,204,2904,222,132
4,34,21,7,48,49,9,0,2,2,379,1359,21,0,0,9,355,2274,0,1,3,12,205,2905,320,163
47,3,48,33,45,10,10,0,0,0,380,1360,22,1,1,10,356,2275,1,2,4,13,206,2906,141,186
18,39,31,45,26,47,11,0,0,1,381,1361,23,2,2,11,357,2276,2,0,5,14,207,2907,132,206
31,8,19,37,36,38,12,1,1,2,382,1362,24,0,0,12,358,2277,3,0,6,15,208,2908,312,169
24,18,21,48,41,10,13,0,0,0,383,1363,25,1,1,13,359,2278,4,1,7,16,209,2909,141,162
12,31,44,37,27,15,14,0,0,1,384,1364,26,0,2,14,360,2279,5,2,8,17,210,2910,231,166
49,13,42,40,21,30,15,0,0,2,385,1365,27,0,3,15,361,2280,0,3,9,18,211,2911,230,195
1,10,38,14,3,43,16,1,1,3,386,1366,28,0,0,16,362,2281,1,0,10,19,212,2912,312,109
3,17,6,30,49,36,17,0,0,0,387,1367,0,1,1,17,363,2282,2,1,11,20,213,2913,041,141
31,39,9,10,17,19,18,0,1,1,388,1368,1,0,0,18,364,2283,3,2,12,21,214,2914,321,125
17,40,48,8,3,1,19,0,2,2,389,1369,2,0,1,19,365,2284,4,0,13,22,215,2915,222,117
35,47,6,32,18,43,20,0,3,3,390,1370,3,1,2,20,366,2285,5,0,0,23,216,2916,123,181
4,6,5,13,44,12,21,0,4,4,391,1371,4,0,3,21,367,2286,6,0,1,24,217,2917,222,84
49,21,11,1,6,8,22,0,5,5,392,1372,5,1,4,22,368,2287,7,0,2,25,218,2918,122,96
42,17,32,2,1,19,23,1,6,6,393,1373,6,0,5,23,369,2288,8,0,0,26,219,2919,213,113
7,28,20,49,21,19,24,2,7,7,394,1374,7,0,0,24,370,2289,9,1,1,27,220,2920,311,144
49,3,4,13,24,36,25,0,0,8,395,1375,8,0,1,25,371,2290,0,2,2,28,221,2921,230,129
20,18,21,31,37,33,26,0,0,9,396,1376,9,0,2,26,372,2291,1,3,3,29,222,2922,231,160
49,20,21,2,42,41,27,0,1,10,397,1377,0,1,3,27,373,2292,2,0,0,30,223,2923,023,175
25,29,42,31,18,44,28,0,2,11,398,1378,1,0,4,28,374,2293,3,0,1,31,224,2924,222,189
41,35,19,38,5,21,29,1,3,12,399,1379,2,1,5,29,375,2294,4,0,0,0,225,2925,114,159
29,26,19,16,45,18,30,0,4,13,400,1380,3,0,6,30,376,2295,5,0,1,1,226,2926,222,153
29,30,41,48,11,32,31,0,5,14,401,1381,0,1,7,31,377,2296,6,0,0,0,227,2927,024,191
13,42,41,5,29,15,32,0,6,15,402,1382,1,2,8,32,378,2297,7,0,0,1,228,2928,123,145
45,47,7,16,15,44,33,0,7,16,403,1383,2,0,9,33,379,2298,8,0,1,2,229,2929,222,174
35,36,3,19,12,6,34,0,0,0,404,1384,3,1,10,34,380,2299,9,1,2,3,230,2930,141,111
25,16,31,2,26,3,35,1,1,1,405,1385,4,0,0,35,381,2300,10,0,3,4,231,2931,312,103
2,37,44,42,12,23,36,0,2,2,406,1386,5,1,1,36,382,2301,11,0,0,5,232,2932,123,160
16,42,45,12,46,1,37,0,0,3,407,1387,6,0,0,37,383,2302,0,1,1,6,233,2933,330,162
18,21,44,35,40,13,38,0,1,4,408,1388,7,0,1,38,384,2303,1,0,2,7,234,2934,222,171
18,12,40,8,28,13,39,0,2,5,409,1389,8,0,0,39,385,2304,2,1,3,8,235,2935,321,119
13,32,21,27,36,17,40,0,0,6,410,1390,9,1,1,40,386,2305,3,0,4,9,236,2936,132,146
41,8,23,18,22,10,41,1,1,7,411,1391,10,0,2,41,387,2306,4,0,0,10,237,2937,213,122
47,8,26,31,7,49,0,2,2,8,412,1392,11,0,3,42,388,2307,5,0,0,11,238,2938,203,168
35,11,23,49,1,47,0,3,3,9,413,1393,12,1,4,43,389,2308,6,0,0,0,239,2939,104,166
37,18,49,7,31,30,1,0,4,10,414,1394,13,0,0,44,390,2309,0,1,1,1,240,2940,320,172
21,43,38,6,30,37,2,0,0,11,415,1395,14,0,1,45,391,2310,1,2,2,2,241,2941,231,175
11,45,26,41,23,42,3,0,1,12,416,1396,0,1,2,46,392,2311,2,0,0,0,242,2942,024,188
35,22,46,4,43,10,0,1,2,13,417,1397,1,0,0,0,0,2312,3,1,1,1,243,2943,501,160
33,42,7,20,19,46,1,0,3,14,418,1398,2,0,0,1,1,2313,4,2,2,2,244,2944,321,167
9,32,33,47,17,37,2,0,4,15,419,1399,3,1,1,2,2,2314,5,0,0,3,245,2945,123,175
25,48,43,37,8,9,3,0,5,16,420,1400,4,0,0,3,3,2315,6,1,1,4,246,2946,321,170
12,16,42,29,40,13,4,0,6,17,421,1401,5,0,0,4,4,2316,7,2,2,5,247,2947,321,152
46,5,23,38,37,17,0,1,7,18,422,1402,6,0,1,5,5,2317,8,0,0,0,248,2948,204,166
48,12,28,5,22,4,1,0,8,19,423,1403,7,0,0,6,6,2318,9,1,1,1,249,2949,321,119
15,13,37,4,42,27,2,0,0,20,424,1404,8,0,0,7,7,2319,0,2,2,2,250,2950,330,138
29,19,46,16,37,34,0,1,1,21,425,1405,9,0,0,0,0,2320,1,3,3,3,251,2951,501,181
43,18,36,40,7,14,1,0,2,22,426,1406,10,0,0,1,1,2321,2,4,4,4,252,2952,321,158
16,40,26,28,38,39,2,1,3,23,427,1407,11,0,0,2,2,2322,3,0,5,5,253,2953,312,187
42,46,49,43,26,35,3,2,4,24,428,1408,12,0,1,3,3,2323,4,0,6,6,254,2954,212,241
39,31,43,28,14,12,4,0,5,25,429,1409,13,0,0,4,4,2324,5,1,7,7,255,2955,321,167
45,7,33,40,22,2,5,0,6,26,430,1410,14,0,0,5,5,2325,6,2,8,8,256,2956,321,149
23,41,10,9,24,2,6,0,7,27,431,1411,15,1,1,6,6,2326,7,0,0,9,257,2957,123,109
8,9,23,35,17,44,7,1,8,28,432,1412,0,2,2,7,7,2327,8,0,0,0,0,2958,015,136
26,11,10,1,41,35,0,2,9,29,433,1413,1,0,3,8,8,2328,9,0,0,0,1,2959,204,124
1,40,7,37,46,6,1,3,10,30,434,1414,2,0,0,0,0,2329,0,1,1,1,2,2960,510,137
7,10,38,21,13,9,2,0,11,31,435,1415,3,0,0,1,1,2330,1,2,2,2,3,2961,321,98
44,45,22,30,6,37,3,0,0,32,436,1416,4,0,1,2,2,2331,2,3,3,3,4,2962,231,184
34,2,47,33,45,49,4,0,1,33,437,1417,5,1,2,3,3,2332,3,0,4,4,5,2963,122,210
15,9,13,6,1,22,5,0,0,34,438,1418,6,0,0,4,4,2333,0,1,5,5,6,2964,330,66
6,29,34,37,3,46,6,0,1,35,439,1419,7,0,0,5,5,2334,1,2,6,6,7,2965,321,155
13,14,19,31,47,41,0,1,2,36,440,1420,8,0,0,6,6,2335,2,0,0,7,8,2966,303,165
28,49,38,43,10,9,1,2,3,37,441,1421,9,0,0,7,7,2336,3,1,1,8,9,2967,311,177
7,28,39,43,13,44,2,3,4,38,442,1422,10,0,0,0,8,2337,4,2,2,9,10,2968,411,174
37,33,46,22,17,12,3,0,5,39,443,1423,11,0,0,1,9,2338,5,3,3,10,11,2969,321,167
26,39,45,29,38,48,4,0,0,40,444,1424,0,1,1,2,10,2339,6,0,0,11,12,2970,033,225
42,33,10,7,25,22,5,0,1,41,445,1425,1,0,0,0,11,2340,0,1,1,12,13,2971,420,139
29,30,49,21,25,12,6,0,0,42,446,1426,2,1,1,1,12,2341,1,2,2,13,14,2972,131,166
43,26,44,7,11,3,7,1,1,43,447,1427,3,0,2,2,13,2342,2,0,0,14,15,2973,213,134
17,29,30,2,48,11,8,0,2,44,448,1428,0,1,3,3,14,2343,3,0,0,0,16,2974,024,137
37,18,26,36,14,34,9,0,3,45,449,1429,1,0,4,4,15,2344,4,0,1,1,17,2975,222,165
9,22,6,18,45,28,10,0,0,0,450,1430,2,0,5,5,16,2345,0,1,2,2,18,2976,240,128
35,44,21,41,27,14,11,0,1,1,451,1431,0,1,6,6,17,2346,1,0,0,0,19,2977,024,182
14,29,24,25,42,41,12,0,2,2,452,1432,1,2,7,7,18,2347,2,0,0,1,20,2978,123,175
32,28,5,40,8,3,13,1,3,3,453,1433,2,0,8,8,19,2348,3,0,0,2,21,2979,213,116
37,42,3,49,17,33,14,0,0,4,454,1434,3,1,9,9,20,2349,4,1,1,3,22,2980,131,181
2,18,8,45,25,28,15,0,1,5,455,1435,4,0,10,10,21,2350,5,0,2,4,23,2981,222,126
14,38,33,24,40,49,16,0,2,6,456,1436,5,1,11,11,22,2351,6,0,3,5,24,2982,122,198
12,11,24,5,30,38,17,0,0,7,457,1437,0,2,12,12,23,2352,7,0,0,6,25,2983,033,120
8,34,32,14,16,23,0,1,1,8,458,1438,1,0,13,13,24,2353,8,0,0,0,26,2984,204,127
18,8,28,47,34,15,1,0,2,9,459,1439,2,0,14,14,25,2354,9,0,1,1,27,2985,222,150
40,15,47,30,32,7,2,0,3,10,460,1440,3,0,15,15,26,2355,10,0,2,2,28,2986,222,171
37,15,40,29,21,47,3,0,4,11,461,1441,4,0,16,16,27,2356,11,0,3,3,29,2987,222,189
20,46,14,36,2,4,4,1,5,12,462,1442,5,0,17,17,28,2357,12,0,0,4,30,2988,213,122
1,42,13,19,45,44,5,0,6,13,463,1443,6,0,0,18,29,2358,13,1,1,5,31,2989,321,164
33,17,38,16,32,4,6,1,7,14,464,1444,7,0,1,19,30,2359,14,0,0,6,32,2990,213,140
26,30,23,15,10,47,7,0,8,15,465,1445,8,1,2,20,31,2360,15,0,0,7,33,2991,123,151
8,41,45,42,49,3,8,0,0,16,466,1446,0,2,3,21,32,2361,16,0,1,8,34,2992,032,188
8,35,33,34,30,23,9,0,1,17,467,1447,1,3,4,22,33,2362,17,0,0,9,35,2993,123,163
14,12,47,35,48,10,10,0,2,18,468,1448,2,4,5,23,34,2363,18,0,0,10,36,2994,123,166
20,28,24,9,15,6,11,0,0,0,469,1449,3,5,6,24,35,2364,19,1,1,11,37,2995,141,102
18,16,10,27,36,45,12,0,0,0,470,1450,4,0,7,25,36,2365,0,2,2,12,38,2996,240,152
30,34,24,37,38,27,13,0,0,1,471,1451,5,0,8,26,37,2366,1,3,3,13,39,2997,231,190
34,47,24,3,4,45,14,0,0,2,472,1452,6,0,9,27,38,2367,2,4,4,14,40,2998,231,157
12,29,13,31,9,1,15,0,1,3,473,1453,7,0,0,28,39,2368,3,5,5,15,41,2999,321,95
31,40,37,11,23,17,0,1,2,4,474,1454,8,0,0,29,40,2369,4,0,0,16,42,3000,303,159
27,16,39,30,20,5,1,0,0,5,475,1455,9,1,1,30,41,2370,5,0,1,17,43,3001,132,137
37,32,6,11,16,35,2,1,1,6,476,1456,10,0,2,31,42,2371,6,0,0,18,44,3002,213,137
13,41,8,26,9,29,3,2,2,7,477,1457,11,1,3,32,43,2372,7,0,0,0,45,3003,114,126
11,24,30,34,28,36,4,0,0,8,478,1458,12,0,4,33,44,2373,8,1,1,1,46,3004,231,163
5,31,39,24,47,17,5,0,1,9,479,1459,13,1,5,34,45,2374,9,0,0,2,47,3005,123,163
1,29,14,47,34,11,0,1,2,10,480,1460,14,0,6,35,46,2375,10,0,0,0,48,3006,204,136
33,14,2,25,34,40,1,2,3,11,481,1461,15,0,0,36,47,2376,11,0,1,1,49,3007,312,148
19,22,31,21,12,18,2,0,0,12,482,1462,16,0,0,37,48,2377,0,1,2,2,50,3008,330,123
23,19,13,5,27,20,3,1,1,13,483,1463,17,0,1,38,49,2378,1,0,0,3,51,3009,213,107
22,17,42,47,37,6,4,0,2,14,484,1464,18,0,2,39,50,2379,2,0,1,4,52,3010,222,171
3,2,43,39,21,22,5,0,0,15,485,1465,19,0,3,40,51,2380,3,1,2,5,53,3011,231,130
29,33,42,16,14,39,6,0,0,16,486,1466,20,1,4,41,52,2381,4,0,3,6,54,3012,132,173
34,15,36,11,23,17,7,0,1,17,487,1467,21,2,5,42,53,2382,5,0,0,7,55,3013,123,136
9,20,16,19,24,25,8,0,2,18,488,1468,22,0,0,43,54,2383,6,1,1,8,56,3014,321,113
20,23,7,26,28,29,0,1,3,19,489,1469,23,0,1,44,55,2384,7,0,0,0,57,3015,204,133
47,17,18,44,33,28,1,0,4,20,490,1470,24,1,2,45,56,2385,8,0,0,1,58,3016,123,187
14,19,46,23,7,2,0,1,5,21,491,1471,25,0,0,46,57,2386,9,0,0,2,59,3017,303,111
27,22,5,3,41,35,1,0,6,22,492,1472,26,1,1,47,58,2387,10,0,0,3,60,3018,123,133
40,31,17,25,18,16,2,1,7,23,493,1473,27,0,0,0,59,2388,11,1,1,4,61,3019,411,147
31,48,37,35,38,24,3,0,8,24,494,1474,28,0,1,1,60,2389,12,0,2,5,62,3020,222,213
9,30,12,6,24,49,4,0,0,0,0,1475,0,1,2,2,61,2390,0,1,3,6,63,3021,050,130
21,15,37,40,8,20,5,0,1,1,1,1476,1,0,3,3,62,2391,1,0,4,7,64,3022,222,141
11,4,15,37,19,7,6,1,2,2,2,1477,2,0,0,0,63,2392,2,1,5,8,65,3023,411,93
28,21,30,41,47,17,7,0,3,3,3,1478,3,1,1,1,64,2393,3,0,0,9,66,3024,123,184
47,38,35,29,17,15,8,1,4,4,4,1479,0,2,2,2,65,2394,4,0,0,0,0,3025,015,181
4,37,3,46,47,45,9,0,5,5,5,1480,1,0,0,3,66,2395,5,1,1,1,1,3026,321,182
19,9,18,41,30,14,10,0,0,6,6,1481,2,1,1,4,67,2396,6,0,2,2,2,3027,132,131
27,32,7,22,46,41,11,1,1,7,7,1482,3,0,0,5,68,2397,7,0,3,3,3,3028,312,175
36,46,40,3,30,25,12,0,0,8,8,1483,4,0,0,6,69,2398,0,1,4,4,4,3029,330,180
26,28,24,22,38,39,13,0,1,9,9,1484,5,0,1,7,70,2399,1,0,5,5,5,3030,222,177
2,29,36,25,12,21,14,0,0,10,10,1485,6,1,2,8,71,2400,2,0,6,6,6,3031,132,125
17,34,29,14,18,12,15,0,1,11,11,1486,7,2,3,9,72,2401,3,0,0,7,7,3032,123,124
21,7,35,18,11,48,16,0,0,12,12,1487,8,3,4,10,73,2402,4,0,1,8,8,3033,132,140
14,30,19,5,28,43,17,1,1,13,13,1488,9,0,0,11,74,2403,5,0,2,9,9,3034,312,139
42,32,37,33,29,9,18,0,0,14,14,1489,10,1,1,12,75,2404,6,0,3,10,10,3035,132,182
19,46,26,8,16,32,0,1,1,15,15,1490,11,0,0,13,76,2405,7,0,0,11,11,3036,303,147
31,22,39,19,11,35,1,2,2,16,16,1491,12,0,0,14,77,2406,8,0,1,12,12,3037,312,157
17,11,16,7,47,23,0,3,3,17,17,1492,13,0,1,15,78,2407,9,0,0,0,13,3038,204,121
16,37,26,39,35,17,1,4,4,18,18,1493,14,0,2,16,79,2408,10,0,0,1,14,3039,213,170
45,39,49,27,17,14,2,0,0,19,19,1494,0,1,3,17,80,2409,11,0,1,2,15,3040,032,191
25,16,18,2,6,5,3,0,1,20,20,1495,1,0,4,18,81,2410,12,0,2,3,16,3041,222,72
27,41,22,24,23,8,4,0,2,21,21,1496,2,1,5,19,82,2411,13,0,0,4,17,3042,123,145
5,14,8,16,35,36,5,1,3,22,22,1497,3,2,6,20,83,2412,14,0,0,0,18,3043,114,114
22,6,28,36,14,35,6,0,4,23,23,1498,4,0,7,21,84,2413,15,0,1,1,19,3044,222,141
48,45,28,4,47,17,7,0,5,24,24,1499,5,0,8,22,85,2414,16,0,2,2,20,3045,222,189
36,39,47,2,41,20,8,0,6,25,25,1500,0,1,9,23,86,2415,17,0,0,0,21,3046,024,185
35,12,7,19,3,1,9,0,7,26,26,1501,1,0,0,24,87,2416,18,1,1,1,22,3047,321,77
23,3,1,28,34,12,10,0,8,27,27,1502,2,0,0,25,88,2417,19,2,2,2,23,3048,321,101
49,37,36,20,17,2,11,1,9,28,28,1503,3,1,1,26,89,2418,20,0,0,3,24,3049,113,161
8,19,16,6,31,41,12,2,10,29,29,1504,4,0,0,27,90,2419,21,0,1,4,25,3050,312,121
