b1,b2,b3,b4,b5,b6,colours,total
9,37,38,36,25,8,222,153
10,43,1,16,24,7,510,101
36,13,3,42,28,17,231,139
39,10,5,38,29,8,114,129
45,8,40,37,29,19,312,178
24,12,41,14,37,21,132,149
3,40,19,47,20,46,312,175
30,18,12,34,14,44,132,152
13,11,37,18,2,30,222,111
36,6,8,19,37,33,231,139
1,49,37,43,16,46,500,192
21,10,25,41,34,11,312,142
40,41,29,2,10,35,204,157
36,19,45,24,13,25,330,162
27,21,22,28,12,8,231,118
24,12,30,45,33,44,051,188
4,35,38,17,29,46,204,169
36,41,4,16,15,3,231,115
49,4,46,35,12,5,212,151
15,2,45,32,8,5,024,107
18,9,4,46,32,37,321,146
45,17,14,30,20,11,024,137
11,15,20,6,30,29,033,111
31,15,42,9,14,30,141,141
26,22,37,13,8,10,402,116
28,24,8,6,12,7,231,85
20,17,11,49,46,28,203,171
44,16,46,30,14,34,312,184
26,24,13,46,19,5,312,133
30,36,17,37,23,7,222,150
15,30,43,19,40,47,321,194
18,48,34,37,30,6,240,173
3,7,16,29,17,12,222,84
12,44,11,25,21,49,122,162
32,47,21,29,11,31,114,171
42,47,16,10,40,28,411,183
35,8,49,22,19,43,302,176
26,16,25,28,23,31,402,149
23,17,33,42,30,9,042,154
27,11,17,5,32,21,024,113
26,29,7,23,3,31,213,119
4,43,9,39,44,8,222,147
39,30,12,7,33,31,240,152
45,37,5,8,25,49,212,169
13,41,34,22,35,23,303,168
5,34,13,12,35,6,222,105
43,23,19,5,47,4,303,141
11,7,10,32,46,30,312,136
20,17,42,4,18,11,123,112
36,11,45,30,12,1,141,135
30,11,35,33,12,23,033,144
13,7,2,8,37,1,402,68
42,47,34,24,33,38,132,218
11,28,43,33,10,20,312,145
5,33,23,47,26,49,014,183
19,44,34,22,18,31,411,168
16,8,40,37,47,11,303,159
38,16,49,10,14,6,212,133
21,1,24,28,23,47,222,144
4,21,11,35,33,6,132,110
12,34,29,33,42,13,231,163
28,20,23,48,39,41,123,199
8,12,45,41,35,20,024,161
17,26,49,7,21,22,212,142
5,4,47,39,29,17,114,141
15,35,37,49,13,31,311,180
10,45,24,17,27,18,141,141
19,13,31,43,23,29,402,158
41,3,17,46,48,13,222,168
48,28,25,4,1,42,420,148
33,38,13,26,11,42,123,163
35,3,19,26,14,33,123,130
10,47,48,2,14,1,213,122
18,22,36,44,47,49,122,216
21,17,4,43,48,6,231,139
6,7,16,41,39,21,231,130
30,19,41,7,13,33,321,143
43,31,18,37,25,29,411,183
27,10,14,16,48,3,231,118
48,28,21,49,23,40,221,209
2,32,18,39,29,22,123,142
49,20,36,41,33,40,122,219
24,12,40,20,28,38,222,162
47,29,2,7,4,1,303,90
4,43,12,7,21,32,321,119
3,34,28,10,12,37,420,124
38,41,28,17,34,29,204,187
25,38,22,6,47,29,213,167
17,38,1,14,36,35,114,141
34,26,37,3,14,1,312,115
26,31,2,5,35,13,204,112
47,21,4,38,42,40,222,192
7,34,47,26,19,6,312,139
19,16,23,48,39,31,321,176
18,44,14,24,23,11,024,134
4,9,34,42,40,25,420,154
42,40,8,6,30,10,231,136
8,46,26,17,16,34,303,147
39,25,5,32,17,14,114,132
39,28,16,46,8,2,312,139
40,14,24,39,15,3,141,135
8,34,46,19,45,28,411,180
40,12,9,44,16,33,231,154
3,32,20,12,49,13,122,129
41,12,11,16,17,28,213,125
46,43,41,12,10,28,411,180
30,24,23,38,18,16,132,149
12,22,46,43,28,49,410,200
41,36,14,15,44,17,024,167
15,17,10,38,5,3,123,88
17,41,30,4,29,11,114,132
16,48,46,24,25,26,321,185
24,19,49,30,46,44,221,212
44,28,11,20,38,19,204,160
24,31,35,45,17,6,132,158
15,13,2,47,49,27,122,153
38,28,46,10,11,48,312,181
41,6,34,43,20,27,222,171
15,11,10,4,33,42,231,115
1,5,24,31,10,44,312,115
23,15,45,49,42,1,131,175
46,39,27,21,47,2,132,182
4,2,25,8,13,26,303,78
16,30,11,38,15,24,132,134
13,42,7,36,44,41,222,183
25,21,8,28,44,2,213,128
35,8,5,34,14,6,114,102
3,6,19,29,49,23,122,129
6,28,3,48,21,2,141,108
40,31,39,30,12,26,231,178
46,15,19,36,12,47,231,175
31,12,29,36,21,45,141,174
28,44,12,38,35,29,114,186
47,3,11,1,8,20,114,90
30,46,34,27,9,36,240,182
27,7,11,19,34,20,312,118
44,35,40,19,48,18,222,204
29,27,15,49,25,1,221,146
36,16,13,18,10,28,420,121
37,35,45,20,12,31,222,180
18,3,15,49,27,38,041,150
40,26,41,46,21,34,312,208
36,43,48,44,9,45,141,225
25,6,10,17,1,3,321,62
18,32,31,38,21,39,132,179
29,17,12,26,31,28,213,143
42,31,16,48,5,33,231,175
1,48,4,26,5,42,222,126
12,44,43,39,9,48,141,195
17,3,7,37,28,43,411,135
24,14,33,2,22,6,132,101
28,18,21,31,8,3,231,109
8,39,24,49,44,27,032,191
16,17,24,11,14,46,213,128
25,37,43,28,14,9,411,156
40,26,18,8,6,24,132,122
28,38,18,29,5,23,114,141
30,33,29,47,37,35,123,211
30,41,19,32,2,20,114,144
37,40,45,20,28,38,312,208
22,6,9,39,24,23,141,123
20,47,13,46,42,49,212,217
5,27,47,44,4,8,114,135
6,11,38,43,32,39,123,169
44,39,24,6,8,9,042,130
6,36,32,45,43,28,231,190
37,3,5,12,46,9,231,112
17,13,33,18,12,15,141,108
31,14,18,9,35,4,222,111
46,33,47,42,7,3,231,178
27,16,2,45,25,36,231,151
40,33,39,41,9,44,132,206
11,1,24,45,18,7,231,106
30,28,41,26,10,23,213,158
22,13,12,8,7,41,312,103
42,5,22,9,30,26,132,134
32,41,21,44,48,22,123,208
31,45,29,26,49,18,122,198
24,20,34,40,16,25,411,159
43,41,16,33,40,22,411,195
37,9,32,42,30,48,141,198
14,6,35,22,37,29,213,143
18,15,39,41,38,9,042,160
36,24,37,7,45,17,231,166
15,38,45,12,29,17,033,156
32,18,11,33,47,17,024,158
4,5,28,27,1,49,311,114
12,47,41,28,25,3,222,156
23,28,22,34,19,7,501,133
7,27,13,45,15,29,231,136
6,37,45,42,3,16,240,149
19,6,24,32,15,46,231,142
31,7,4,26,8,36,312,112
19,48,14,10,32,30,222,153
5,3,44,9,33,27,042,121
29,23,35,41,2,36,015,166
13,36,43,15,28,5,321,140
42,39,22,41,44,17,123,205
2,29,45,26,40,3,123,145
33,1,21,31,43,28,420,157
15,27,19,17,38,28,222,144
3,28,7,8,1,29,312,76
36,26,40,6,12,5,132,125
35,46,32,29,1,37,303,180
48,40,34,30,16,23,321,191
1,18,22,37,17,6,321,101
46,24,16,33,37,47,321,203
27,4,38,14,9,32,123,124
14,16,17,8,41,11,105,107
21,32,22,4,1,39,321,119
6,43,48,1,7,37,420,142
29,16,1,12,7,13,411,78
30,11,19,25,34,32,312,151
12,43,16,36,44,17,222,168
7,17,28,8,4,9,312,73
34,42,40,4,18,33,330,171
49,3,42,19,40,38,221,191
