b1,b2,b3,b4,b5,b6,colours,total
39,35,10,31,44,3,222,162
44,34,43,3,41,14,213,179
41,27,28,26,20,30,123,172
35,17,23,7,19,1,303,102
48,16,12,28,45,30,240,179
31,43,33,26,24,2,222,159
41,16,40,30,19,22,411,168
31,32,37,20,26,38,204,184
18,17,30,45,8,9,042,127
31,34,13,14,42,30,321,164
25,42,35,24,23,34,222,183
27,41,48,10,38,28,222,192
5,27,46,39,4,48,231,169
35,41,33,7,4,2,213,122
27,6,3,16,41,14,132,107
43,1,8,7,26,46,402,131
18,26,10,38,43,2,213,137
29,33,9,48,5,11,033,135
14,7,36,39,48,28,231,172
14,38,7,46,30,45,222,180
48,31,9,30,47,7,231,172
21,35,16,48,22,25,321,167
30,15,38,9,11,47,033,150
14,48,42,24,7,29,132,164
41,24,26,45,35,13,123,184
46,48,29,12,31,24,231,190
45,36,19,23,4,49,221,176
24,33,1,32,40,21,231,151
13,35,31,47,38,26,204,190
3,24,28,14,4,5,222,78
41,15,6,31,12,11,132,116
21,32,46,12,45,29,132,185
42,24,28,43,15,49,230,201
32,8,22,2,15,6,123,85
46,9,29,28,18,16,321,146
47,36,49,20,9,10,122,171
20,31,46,9,35,22,312,163
26,18,42,14,47,15,033,162
22,17,7,38,13,9,312,106
3,45,35,9,46,27,141,165
21,6,5,35,40,42,132,149
48,14,32,39,13,31,222,177
10,3,40,42,4,14,321,113
34,35,13,42,23,31,312,178
5,2,23,12,13,34,213,89
48,47,8,32,39,22,123,196
32,34,4,29,2,41,204,142
35,18,32,27,19,37,222,168
2,30,10,19,17,35,213,113
27,17,35,6,21,37,132,143
33,36,9,26,20,14,033,138
36,48,20,13,40,45,231,202
19,16,22,9,34,35,411,135
38,18,6,21,36,32,042,151
10,46,30,11,17,34,312,148
17,33,21,18,35,19,132,143
5,25,21,2,22,19,312,94
12,14,6,23,13,26,123,94
11,12,2,5,28,7,213,65
34,11,41,33,4,6,222,129
7,21,13,38,26,11,213,116
3,12,28,14,21,47,132,125
36,27,21,14,12,7,141,117
32,19,31,6,45,22,321,155
26,4,11,25,48,43,312,157
47,22,7,33,11,42,222,162
32,30,47,19,37,21,222,186
6,26,43,5,17,49,113,146
33,3,20,2,13,11,123,82
49,45,25,2,33,41,122,195
43,40,48,26,37,39,321,233
15,41,28,5,2,38,114,129
13,9,8,14,29,42,123,115
19,12,49,30,27,18,140,155
9,6,21,23,3,27,051,89
8,39,20,29,19,35,114,150
46,38,41,49,14,4,203,192
38,43,21,15,5,48,132,170
29,18,15,3,48,42,051,155
2,11,34,36,1,18,222,102
39,26,22,35,47,42,123,211
17,13,49,36,5,32,113,152
1,24,30,11,42,9,141,117
43,14,33,27,31,22,321,170
9,45,36,47,22,21,141,180
12,34,47,7,44,9,222,153
2,36,20,43,13,11,213,125
35,34,3,15,6,10,231,103
37,14,22,23,9,7,312,112
26,13,25,18,39,27,231,148
48,29,12,42,27,36,051,194
38,12,44,27,22,6,132,149
11,8,49,29,24,28,113,149
9,12,32,23,46,8,123,130
13,25,16,7,17,4,501,82
27,47,5,35,24,13,123,151
26,16,30,27,24,38,132,161
32,9,28,17,42,27,132,155
30,4,11,6,43,2,222,96
45,24,41,3,6,17,042,136
36,30,47,28,13,41,222,195
27,24,34,17,26,42,132,170
17,15,44,39,26,41,024,182
32,39,17,21,24,28,132,161
48,29,30,13,26,3,132,149
39,46,16,21,13,5,321,140
25,10,39,1,42,24,330,141
37,35,34,16,11,13,402,146
30,37,14,13,12,44,222,150
36,31,32,12,46,30,231,187
37,17,24,40,35,25,312,178
8,17,15,32,21,2,024,95
45,32,14,41,38,4,114,174
31,34,13,33,22,30,420,163
12,42,35,48,38,40,132,215
15,11,32,30,24,8,033,120
6,37,7,13,36,19,420,118
19,6,13,4,28,41,411,111
47,44,43,33,16,18,222,201
49,32,8,3,22,10,212,124
27,48,10,4,35,14,222,138
14,25,43,4,11,21,312,118
6,37,26,32,1,24,222,126
3,31,42,29,9,43,231,157
46,17,49,43,32,35,203,222
19,41,35,48,32,11,114,186
40,47,27,48,39,21,141,222
43,32,19,7,24,3,321,128
47,48,22,9,31,7,321,164
1,22,39,47,48,17,222,174
18,5,23,21,25,24,132,116
46,38,27,34,31,25,411,201
5,14,37,34,23,25,303,138
46,30,38,1,12,28,321,155
42,39,17,41,9,46,132,194
19,18,27,15,13,30,240,122
49,6,10,48,37,40,320,190
13,10,33,17,32,1,312,106
12,7,35,19,32,40,312,145
26,21,49,33,39,19,131,187
9,10,11,43,5,47,213,125
49,19,38,5,12,41,113,164
43,35,42,39,38,44,123,241
7,29,12,39,31,4,321,122
19,7,23,18,8,13,312,88
6,33,29,19,15,7,231,109
16,15,22,38,6,23,222,120
14,43,13,8,39,41,213,158
34,1,9,7,23,35,312,109
33,15,45,12,3,19,150,127
33,35,20,46,31,18,222,183
2,29,33,39,6,45,042,154
46,1,10,32,3,21,321,113
20,11,21,36,49,46,122,183
19,16,44,43,2,8,303,132
35,7,45,29,12,25,222,153
7,31,36,34,12,23,321,143
49,30,9,29,37,25,221,179
6,2,35,22,49,45,122,159
43,49,29,21,24,38,122,204
11,32,36,24,43,23,123,169
37,28,49,22,18,33,320,187
48,32,42,10,25,9,231,166
25,3,43,20,4,44,312,139
16,35,37,34,38,43,402,203
5,36,48,40,10,30,231,169
1,16,41,18,35,15,222,126
32,9,49,17,42,47,023,196
26,7,18,5,25,22,312,103
4,16,49,24,26,42,221,161
26,25,3,17,7,30,222,108
45,39,26,25,38,46,222,219
33,21,24,35,19,16,231,148
36,28,39,30,26,48,141,207
22,43,30,5,29,23,213,152
9,8,45,12,47,40,132,161
27,32,29,47,38,5,015,178
7,49,33,36,16,21,230,162
43,35,44,46,23,18,213,209
39,5,10,7,13,4,411,78
48,4,31,25,21,8,321,137
41,23,13,14,39,40,213,170
40,23,5,20,43,7,303,138
2,45,11,12,21,10,132,101
48,46,16,37,8,42,321,197
20,18,14,5,23,21,024,101
33,29,2,28,39,47,123,178
4,10,23,5,24,28,312,94
8,42,44,20,47,10,114,171
17,47,29,25,13,20,204,151
9,31,2,22,28,43,411,135
40,3,37,10,15,49,320,154
34,37,14,49,21,24,221,179
7,40,31,23,37,6,411,144
11,45,20,36,28,27,132,167
39,46,14,31,44,29,213,203
49,32,6,38,4,2,113,131
14,43,41,26,46,10,303,180
34,4,11,39,35,28,312,151
32,2,40,49,44,27,113,194
23,11,18,31,36,19,222,138
30,12,31,28,4,47,321,152
37,10,20,30,39,11,222,147
42,41,30,2,48,15,042,178
13,41,38,39,33,9,132,173
35,3,12,18,13,41,132,122
32,9,16,30,21,24,141,132
41,6,38,17,25,34,213,161
15,22,49,42,3,30,140,161
30,5,45,21,31,38,132,170
38,2,14,47,48,10,114,159
33,20,45,21,29,17,033,165
32,11,9,45,40,3,132,140
11,48,44,32,15,43,123,193
42,24,28,7,35,13,321,149
27,49,31,13,40,33,320,193
39,11,49,45,47,26,023,217
2,45,22,11,8,6,123,94
28,14,3,17,12,26,123,100
31,22,49,23,19,16,401,160
8,42,10,18,31,24,231,133
29,1,18,49,7,24,221,128
21,26,27,41,39,46,132,200
2,46,31,5,44,39,213,167
23,32,14,31,47,33,114,180
37,29,16,48,27,3,231,160
32,37,45,29,46,38,213,227
41,9,33,44,35,5,024,167
4,14,19,31,47,22,402,137
29,7,35,37,9,48,222,165
27,31,17,35,40,45,222,195
43,31,49,16,48,27,320,214
43,4,40,29,39,5,312,160
10,24,18,9,1,36,240,98
3,9,5,8,34,32,123,91
38,7,2,5,12,19,213,83
17,24,49,8,25,45,122,168
40,12,36,9,11,27,141,135
1,25,10,9,36,8,321,89
42,21,35,15,33,28,141,174
43,24,25,34,41,38,312,205
32,37,36,20,8,21,123,154
32,39,45,36,44,20,033,216
15,21,20,14,3,41,033,114
27,31,7,40,28,21,420,154
23,21,9,42,4,39,141,138
16,2,39,9,29,10,222,105
27,2,30,35,6,46,132,146
46,22,16,40,27,43,510,194
17,45,4,10,24,34,321,134
21,5,13,12,46,28,321,125
22,11,32,15,1,20,213,101
28,23,16,2,22,21,312,112
34,13,31,46,1,10,600,135
33,48,14,36,23,26,033,180
24,25,37,35,12,14,222,147
22,3,29,7,26,30,222,117
14,11,44,38,4,2,105,113
5,25,37,3,20,7,312,97
15,12,19,40,39,11,231,136
33,48,28,46,18,42,240,215
21,25,38,23,28,39,222,174
14,21,28,29,11,20,114,123
9,36,1,19,14,10,321,89
48,19,8,49,32,39,122,195
2,42,32,18,20,36,033,150
32,39,35,27,49,42,032,224
36,5,2,13,43,47,213,146
41,29,19,39,18,43,222,189
33,34,37,22,20,16,411,162
15,35,3,18,45,8,042,124
1,13,44,24,40,38,312,160
42,24,2,11,22,33,132,134
10,24,18,39,35,25,231,151
26,39,45,37,7,40,321,194
5,8,48,34,11,33,123,139
2,44,7,39,15,16,222,123
32,21,18,37,34,33,231,175
34,33,22,13,21,29,321,152
17,38,48,12,29,24,033,168
1,2,49,43,28,42,311,165
41,46,36,44,5,31,213,203
42,10,48,8,24,12,141,144
7,3,35,37,12,47,222,141
38,29,4,11,43,22,303,147
47,18,43,29,48,5,123,190
33,17,41,29,30,20,024,170
38,5,29,42,33,40,123,187
38,24,21,41,45,6,042,175
43,1,8,26,37,4,402,119
1,8,34,16,21,30,321,110
24,36,10,32,1,38,222,141
43,40,1,31,5,20,402,140
17,24,32,34,36,18,132,161
8,30,45,6,43,4,231,136
7,31,17,38,30,48,222,171
40,49,1,43,12,47,311,192
21,17,45,49,36,42,041,210
8,23,3,4,15,7,222,60
35,42,34,8,40,45,222,204
3,1,23,45,37,40,321,149
27,14,23,5,20,21,024,110
44,5,46,18,26,15,123,154
43,12,6,26,38,4,222,129
34,7,35,49,4,29,302,158
31,6,3,14,45,30,141,129
12,48,38,17,18,44,033,177
11,26,8,15,10,34,213,104
2,45,15,25,5,1,222,93
6,23,20,36,46,8,123,139
13,16,49,37,9,32,311,156
38,6,23,13,3,41,123,124
48,22,3,10,6,18,240,107
39,14,2,34,42,5,123,136
9,34,43,26,44,32,213,188
23,26,43,8,3,17,114,120
24,13,28,12,5,30,231,112
49,45,36,27,23,39,041,219
28,4,38,26,11,3,213,110
5,46,16,23,30,6,222,126
20,48,14,37,46,6,222,171
37,42,39,23,15,14,132,170
36,43,42,48,44,35,132,248
30,21,14,45,17,8,033,135
14,32,27,15,24,1,132,113
48,1,46,37,36,11,321,179
14,32,36,42,17,1,123,142
26,36,17,4,30,45,132,158
30,43,35,9,7,16,321,140
30,10,13,24,43,12,330,132
7,29,43,30,20,33,222,162
24,1,33,9,18,43,240,128
39,22,12,38,32,37,222,180
26,47,16,21,29,24,123,163
9,35,1,49,27,14,122,135
47,16,1,13,27,34,411,138
43,4,39,24,7,45,330,162
14,45,47,31,38,7,213,182
44,24,18,11,47,42,033,186
18,44,45,21,39,42,051,209
30,13,40,6,36,33,240,158
38,6,27,10,35,26,123,142
48,25,38,16,27,47,222,201
23,11,4,41,20,47,105,146
49,37,9,8,31,5,212,139
3,25,38,48,40,35,222,189
41,2,18,45,34,43,222,183
10,39,19,1,9,21,330,99
28,1,48,14,49,37,311,177
41,22,2,21,49,46,212,181
42,28,29,25,14,27,222,165
20,3,14,44,45,18,033,144
34,7,18,40,1,6,420,106
14,29,8,21,46,6,123,124
14,45,32,36,33,16,132,176
47,30,2,22,35,10,213,146
33,39,2,10,19,35,222,138
5,11,31,48,40,43,312,178
7,43,32,9,31,40,411,162
31,21,5,34,14,37,312,142
46,35,47,27,22,40,312,217
42,36,7,44,19,39,231,187
40,25,45,13,48,1,420,172
19,13,9,26,7,34,411,108
45,7,35,25,30,5,222,147
25,31,33,15,1,6,330,111
29,13,32,17,10,36,213,137
29,14,24,20,10,27,123,124
41,33,27,4,12,11,132,128
38,36,29,2,1,42,123,148
16,14,2,34,18,20,213,104
22,29,33,27,4,37,321,152
14,16,34,24,32,19,312,139
25,15,28,22,9,45,330,144
19,14,49,43,26,45,212,196
31,15,22,32,23,35,213,158
34,48,6,11,16,1,321,116
3,24,11,20,35,13,123,106
1,48,34,6,30,27,240,146
39,16,13,18,3,27,240,116
31,20,17,8,33,35,114,144
43,12,24,30,42,16,240,167
6,24,39,41,21,14,042,145
20,15,41,16,27,26,123,145
1,29,23,30,49,14,113,146
42,8,44,11,37,13,213,155
1,15,30,11,38,45,132,140
37,4,36,39,20,41,222,177
1,49,26,41,29,38,104,184
6,12,20,16,5,29,123,88
20,25,33,8,31,23,213,140
28,14,22,13,47,27,312,151
15,3,33,14,24,1,141,90
21,9,40,15,4,43,330,132
17,40,7,1,5,49,302,119
18,46,4,47,36,21,231,172
43,49,26,39,18,47,122,222
3,24,23,19,14,41,123,124
35,40,28,8,1,43,402,155
23,15,41,17,37,35,114,168
17,45,33,6,19,27,141,147
32,30,20,44,48,3,033,177
11,46,30,21,43,36,231,187
35,21,48,17,23,39,033,183
39,16,42,15,38,4,231,154
13,24,2,10,4,35,312,88
8,49,24,26,29,14,014,150
48,18,21,14,39,15,051,155
32,43,33,40,37,21,321,206
6,37,18,20,41,39,132,161
29,38,23,31,41,1,204,163
42,43,24,33,25,36,240,203
23,7,34,3,4,15,321,86
15,14,19,22,31,30,321,131
6,8,21,28,10,38,222,111
7,16,44,6,12,41,222,126
1,12,44,11,49,41,113,158
34,25,42,1,6,22,420,130
24,18,42,41,30,17,042,172
2,14,48,29,35,40,114,168
10,44,49,6,2,3,122,114
21,31,37,34,20,4,411,147
13,23,3,21,41,4,222,105
28,37,10,16,22,8,501,121
29,10,14,22,47,38,204,160
6,14,30,17,33,8,033,108
18,7,27,16,49,1,320,118
25,7,40,14,12,16,411,114
42,1,47,39,38,7,222,174
18,21,19,43,6,35,231,142
49,2,20,8,3,27,023,109
24,7,17,35,19,25,312,127
19,17,22,28,11,26,303,123
12,34,49,6,22,18,230,141
6,28,36,10,1,45,330,126
42,32,27,7,43,29,222,180
17,41,21,5,9,42,033,135
9,1,36,29,22,47,222,144
11,35,37,13,27,40,312,163
27,30,16,44,24,40,231,181
12,17,27,28,35,38,123,157
30,12,47,40,31,48,231,208
39,17,44,10,14,24,123,148
46,12,7,48,9,22,330,144
28,8,13,20,35,4,303,108
11,13,9,34,18,44,222,129
43,14,34,33,40,7,411,171
41,46,17,3,25,20,213,152
2,3,30,36,20,47,033,138
44,47,9,25,32,16,213,173
41,29,44,13,26,34,204,187
22,10,29,40,37,15,411,153
35,20,39,45,21,2,033,162
49,36,28,38,35,11,113,197
47,43,36,6,20,7,222,159
15,20,28,30,3,7,231,103
9,25,6,4,33,8,231,85
44,10,8,48,19,22,312,151
6,26,41,24,16,4,222,117
8,49,16,32,4,1,302,110
16,9,30,3,10,12,240,80
38,17,7,30,49,9,122,150
25,41,42,13,35,14,213,170
23,35,49,33,34,10,212,184
14,22,21,7,23,9,222,96
38,4,39,27,28,32,222,168
15,43,5,32,41,7,213,143
36,10,21,17,11,29,123,124
36,12,7,35,11,18,132,119
29,41,34,12,36,6,132,158
3,7,9,14,18,46,231,97
12,11,37,34,23,46,312,163
6,30,47,46,34,21,231,184
13,9,44,20,14,39,123,139
24,34,47,27,29,45,132,206
19,9,34,16,20,44,312,142
5,18,45,32,16,13,222,129
31,4,45,30,19,23,321,152
16,25,11,3,21,5,222,81
11,36,3,10,31,43,321,134
33,21,27,11,48,44,042,184
26,29,24,27,1,40,222,147
49,40,7,23,19,37,401,175
44,40,33,8,25,16,312,166
30,7,48,46,24,36,240,191
8,49,14,47,20,37,104,175
13,21,18,4,12,6,240,74
25,32,24,28,3,26,222,138
18,21,19,41,1,46,321,146
41,13,22,43,4,33,411,156
28,43,19,25,46,11,501,172
14,16,19,24,39,37,321,149
38,35,21,42,6,34,132,176
32,15,39,40,27,37,231,190
27,11,6,22,48,5,132,119
5,37,20,3,4,38,213,107
3,11,30,27,47,34,132,152
3,17,44,47,18,28,123,157
40,9,15,14,35,26,123,139
37,18,23,30,31,48,231,187
19,44,41,17,18,40,213,179
16,34,49,18,42,36,230,195
42,24,38,20,16,34,222,174
10,47,41,38,14,15,114,165
47,20,13,39,48,2,123,169
44,37,31,4,16,1,501,133
34,33,11,7,2,16,312,103
22,19,23,13,32,40,402,149
46,24,19,7,33,26,321,155
5,19,23,6,18,12,132,83
24,40,37,42,6,46,330,195
2,5,48,27,22,6,132,110
48,3,13,9,45,5,141,123
26,9,2,3,35,31,123,106
21,12,38,37,29,16,222,153
43,9,17,10,44,24,222,147
11,32,25,48,24,9,132,149
19,17,3,15,35,44,123,133
17,4,23,2,43,25,303,114
38,21,15,1,39,8,132,122
43,10,18,13,26,36,321,146
35,4,46,41,31,43,402,200
48,42,31,5,43,3,231,172
44,12,10,49,23,13,212,151
44,17,5,30,10,18,123,124
25,23,4,45,6,40,321,143
5,29,46,26,11,21,114,138
15,12,35,9,31,20,132,122
39,2,37,47,42,15,132,182
5,21,22,40,20,42,222,150
27,28,3,17,25,45,231,145
5,28,1,6,17,16,312,73
18,38,23,10,31,16,312,136
47,4,39,46,8,38,213,182
14,30,48,16,18,24,141,150
7,20,44,3,40,45,222,159
22,45,12,18,47,4,231,148
3,8,7,36,6,5,132,65
27,23,15,41,45,21,042,172
32,4,42,38,18,28,222,162
5,12,32,33,10,17,123,109
18,36,10,14,28,32,222,138
23,3,18,26,8,11,024,89
40,39,14,2,30,12,132,137
8,14,10,18,4,9,222,63
20,30,29,22,40,33,222,174
3,38,27,16,9,18,141,111
24,41,3,15,7,13,231,103
32,12,34,31,25,46,411,180
8,48,34,6,47,39,132,182
35,20,30,15,19,29,123,148
10,7,16,30,6,23,321,92
45,24,15,17,44,14,033,159
23,4,12,26,33,14,123,112
40,5,3,42,33,30,141,153
24,23,25,46,15,9,231,142
29,39,40,17,20,42,123,187
9,47,31,19,2,20,213,128
28,19,47,8,36,49,212,187
4,31,13,6,37,17,411,108
43,20,31,48,21,46,321,209
21,45,42,10,7,11,231,136
41,4,23,21,37,46,312,172
41,19,30,32,25,36,222,183
38,30,42,17,35,32,024,194
49,18,1,41,40,12,221,161
45,4,26,24,48,28,231,175
48,27,37,33,4,12,240,161
3,24,38,28,41,42,132,176
33,35,30,49,8,34,122,189
30,7,24,27,3,15,150,106
17,41,24,13,18,39,132,152
27,12,17,19,37,46,321,158
15,43,10,13,32,23,312,136
12,9,18,5,26,35,033,105
48,41,21,28,9,17,132,164
7,12,18,16,11,30,231,94
49,15,19,3,38,25,221,149
6,10,3,45,13,2,231,79
15,37,43,26,45,40,321,206
5,13,47,42,14,31,213,152
13,35,22,8,24,41,213,143
45,15,29,48,13,23,132,173
32,35,19,12,28,16,312,142
5,47,24,13,1,9,222,99
44,40,32,31,28,4,402,179
19,11,2,28,32,45,213,137
37,10,35,38,44,16,303,180
33,44,13,5,20,36,123,151
24,8,5,32,1,39,123,109
27,36,46,14,22,26,222,171
24,3,13,46,33,27,240,146
31,43,49,24,37,8,311,192
1,19,36,7,34,30,420,127
28,44,11,14,35,31,204,163
48,47,40,45,3,1,231,184
34,7,8,35,4,49,302,137
30,33,31,17,38,36,132,185
4,6,24,22,7,25,420,88
12,4,48,25,32,16,321,137
10,22,12,45,5,43,321,137
5,10,9,16,24,3,231,67
38,30,27,31,23,44,123,193
37,20,28,27,39,16,321,167
12,34,42,35,48,30,141,201
18,6,30,39,23,24,051,140
1,30,21,45,46,16,330,159
37,16,46,30,9,21,330,159
23,32,35,13,40,20,204,163
34,12,41,7,8,47,213,149
8,43,46,6,35,30,222,168
47,43,24,23,33,45,132,215
39,18,35,7,42,13,231,154
5,42,36,46,41,32,123,202
4,31,18,14,46,35,312,148
9,42,14,40,4,33,231,142
20,21,7,2,34,27,222,111
12,30,35,43,37,46,321,203
36,23,49,43,12,40,221,203
8,10,37,32,15,22,312,124
21,48,44,12,14,3,042,142
1,30,20,33,39,23,132,146
17,5,28,30,14,41,114,135
9,40,49,30,22,5,221,155
27,3,8,23,17,40,123,118
43,37,12,33,48,3,240,176
41,4,16,37,40,27,411,165
6,21,17,43,44,11,123,142
1,10,31,44,17,18,312,121
22,7,37,46,6,14,411,132
46,27,3,34,15,24,240,149
25,29,20,31,17,44,204,166
42,6,36,27,9,35,051,155
11,28,16,18,21,48,231,142
28,2,45,26,14,24,123,139
28,9,7,30,2,18,231,94
22,29,45,35,23,1,213,155
26,38,32,47,43,36,114,222
15,2,12,47,38,3,033,117
18,23,46,49,16,41,212,193
41,1,45,6,32,2,123,127
37,16,15,36,33,14,231,151
1,18,44,24,9,32,132,128
15,43,16,34,20,7,411,135
42,31,30,22,21,23,231,169
21,44,22,46,37,1,411,171
35,3,37,23,24,5,123,127
42,21,15,9,7,20,141,114
43,27,22,20,47,6,222,165
13,24,2,30,5,44,123,118
19,11,6,46,3,9,231,94
39,29,38,48,40,25,222,219
43,16,19,49,31,40,500,198
22,36,2,35,29,28,213,152
23,36,38,37,7,17,213,158
37,34,21,7,17,43,411,159
